"","Control","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12"
"Dapma7bEVm006401","6.751412","6.921792","6.954595","6.940192","6.973451","6.632960","6.915342","6.924648","7.017196","6.707637","6.787641","6.595094","6.937177"
"Dapma7bEVm006402","4.432223","4.636807","4.603472","4.984310","4.998463","4.975703","4.750190","5.253885","4.454776","4.745722","5.220794","4.986806","5.267176"
"Dapma7bEVm006403","8.256766","8.501969","8.516449","8.505311","8.392638","8.423422","8.538830","8.582336","8.510026","8.492085","8.490751","8.315554","8.393488"
"Dapma7bEVm006404","6.411332","6.163455","6.150103","6.163850","6.065248","6.218566","6.154459","6.221458","6.163530","6.289401","6.055567","6.398833","6.219045"
"Dapma7bEVm006405","2.8953120","2.9794506","3.3618052","2.4079144","2.5341860","3.1168790","3.5753531","2.5546697","2.1345582","3.4553188","2.1849672","0.8773535","0.7565557"
"Dapma7bEVm006406","8.215036","8.261047","8.298706","8.143786","8.190559","8.221123","8.216497","8.206032","8.163554","8.233699","8.073018","8.088408","8.181297"
"Dapma7bEVm006407","5.314792","5.275557","5.503544","5.446703","5.399054","5.262368","4.981200","4.878325","5.170357","5.112722","4.998833","5.576217","5.026760"
"Dapma7bEVm006408","5.325899","4.662779","5.642068","5.168502","5.282974","5.597591","5.308647","5.496670","5.529334","5.332793","5.437539","5.578619","5.197178"
"Dapma7bEVm006409","2.420625","2.894829","3.397992","1.707711","1.847385","2.757524","1.787792","1.093163","1.477354","2.158683","2.976518","1.732591","2.125849"
"Dapma7bEVm006410","5.996786","6.330602","6.316411","6.271349","6.370825","6.343538","6.407164","6.254697","6.294351","6.307444","6.429265","6.197344","6.150265"
"Dapma7bEVm006411","6.753352","6.053317","5.383492","6.010936","6.001850","5.639214","6.149593","5.884815","5.486286","5.755530","6.248310","6.456700","6.160160"
"Dapma7bEVm006412","6.528933","6.584206","6.656599","6.841933","6.697760","6.688478","6.648254","6.669096","6.720696","6.447406","6.660980","6.602892","6.644771"
"Dapma7bEVm006413","8.928539","8.951929","8.886319","8.656684","8.578170","8.857257","8.489138","8.675368","8.820227","8.668396","8.643606","8.771836","8.772489"
"Dapma7bEVm006414","3.707209","2.154560","3.647274","4.281981","3.151099","4.434165","4.297016","4.153750","3.023099","4.154471","4.056719","4.160969","4.279056"
"Dapma7bEVm006415","5.161805","5.296301","5.432267","5.354615","5.455770","5.311604","5.216358","5.265051","5.026469","5.110354","5.161907","5.118723","5.635501"
"Dapma7bEVm006417","6.119036","6.251892","6.356167","6.672861","6.299176","6.543531","6.374084","6.268141","6.237753","6.218252","6.095278","6.261538","6.164021"
"Dapma7bEVm006419","5.528533","3.050150","4.111693","4.155043","3.524477","2.405000","3.093279","4.074801","3.716931","4.136350","3.141893","4.849007","4.955740"
"Dapma7bEVm006420","6.877335","7.042412","7.045179","7.159065","6.785893","6.893623","6.903130","7.009755","7.016573","6.905681","6.846924","6.901731","6.859706"
"Dapma7bEVm006421","7.815267","7.586073","7.798293","7.929845","7.889830","7.856607","8.118685","8.139554","7.790556","8.029014","8.080343","8.151205","8.113977"
"Dapma7bEVm006422","6.515245","6.120102","6.443745","6.520917","6.223577","6.585781","6.416539","6.149353","6.128166","6.159609","6.449474","6.438633","6.345860"
"Dapma7bEVm006423","6.671138","6.340554","6.548525","6.380387","6.152663","6.664257","5.891101","6.006788","6.532037","6.327773","6.195361","6.235100","6.738325"
"Dapma7bEVm006424","7.666138","5.896650","6.985622","6.691397","6.459341","5.738788","5.581962","6.468558","6.057055","6.437191","6.446010","7.605166","7.314469"
"Dapma7bEVm006425","9.137839","9.298309","8.700253","6.169773","7.219345","8.415223","9.412155","8.469036","9.014955","8.359641","7.848595","5.369890","3.384260"
"Dapma7bEVm006426","4.917944","4.795371","4.513952","4.596736","4.657233","5.138833","4.831024","4.789201","4.873242","4.964105","4.348371","4.991592","4.862863"
"Dapma7bEVm006427","6.975293","6.964844","7.117995","7.302592","7.171693","7.238361","7.167058","7.311036","7.014012","6.972279","7.133970","7.521724","7.318058"
"Dapma7bEVm006428","8.100548","8.136859","8.282771","8.309712","8.182924","8.195849","8.342149","8.397101","8.318022","8.288653","8.386595","8.488182","8.561274"
"Dapma7bEVm006429","4.610927","5.122242","5.347391","5.414876","5.410188","4.377782","4.930455","5.392658","5.264348","5.168687","5.137496","5.138893","5.322065"
"Dapma7bEVm006430","4.824292","5.480990","4.903727","4.877203","5.337996","5.096932","4.330324","4.509693","5.043333","4.714668","4.948875","4.679048","5.268778"
"Dapma7bEVm006431","7.351698","7.587052","7.336569","7.708201","8.213130","7.752598","7.629389","8.050556","7.830945","7.626406","6.927905","7.046233","7.353093"
"Dapma7bEVm006432","10.799306"," 9.035556"," 9.869610"," 9.434766"," 8.815768"," 8.892384"," 8.601950"," 9.246851"," 8.965649"," 9.219229"," 8.955225"," 9.962871"," 9.827539"
"Dapma7bEVm006433","9.577628","9.478961","9.619795","9.526227","9.621517","9.514766","9.375866","9.592724","9.387775","9.388591","9.374839","9.571124","9.556274"
"Dapma7bEVm006434","7.500404","7.406403","7.610277","7.371790","7.464212","7.157978","7.119008","7.530820","7.408606","7.217532","7.159202","7.240370","7.425512"
"Dapma7bEVm006435","6.114139","5.807489","6.077693","6.079253","5.928283","6.147453","6.107824","5.833748","6.035046","5.980696","6.173189","5.878545","5.754343"
"Dapma7bEVm006436","0.9544062","1.7508301","1.1933155","1.8727221","1.8626613","1.4108811","0.8633093","1.7516592","1.0085886","1.9677088","1.5955534","1.8779867","1.0206722"
"Dapma7bEVm006437","8.137202","8.343901","8.301422","8.428501","8.284661","8.630411","8.378310","8.272882","8.276354","8.269418","8.169730","8.026481","8.221218"
"Dapma7bEVm006439","9.149644","9.489116","9.405035","9.251653","9.337431","9.393942","9.258830","9.453192","9.329776","9.442559","9.184310","9.261649","9.288852"
"Dapma7bEVm006440","6.463850","6.166024","6.616105","6.772488","6.765481","6.947302","7.282462","7.234161","5.969960","6.936881","7.244806","7.043901","6.994328"
"Dapma7bEVm006441","7.919899","7.654697","7.901036","7.754051","7.525325","7.861297","7.908452","7.690898","7.777564","7.831530","7.836992","7.825790","7.916612"
"Dapma7bEVm006442","5.393908","4.480442","5.131247","5.433106","4.809218","5.602605","5.409132","5.090433","4.972153","5.301204","5.699481","5.545218","5.357538"
"Dapma7bEVm006443","7.929308","7.826677","7.303743","7.815657","7.756493","8.088696","7.457658","7.669184","7.956109","7.610755","7.607497","7.361943","6.921767"
"Dapma7bEVm006444","5.551871","4.810044","5.517347","4.672811","4.585978","4.753155","4.417499","3.243526","3.803930","4.808859","5.595295","4.062969","4.864192"
"Dapma7bEVm006445","8.259978","8.478388","7.595035","7.134621","7.146735","8.879860","8.641816","7.394757","8.441264","7.781411","7.610990","5.101498","2.065324"
"Dapma7bEVm006446","8.610754","9.114787","8.705202","8.478002","8.481613","8.920135","8.555302","8.526484","8.566516","8.676361","8.611913","7.619457","7.606651"
"Dapma7bEVm006447","8.747371","8.606032","8.538337","8.658221","8.623133","8.641746","8.661011","8.482737","8.636369","8.481358","8.425786","8.516328","8.536371"
"Dapma7bEVm006448","2.213829","2.486578","1.556063","1.418184","2.140264","1.345083","2.028911","2.398445","1.792914","2.953963","1.816769","2.060270","2.150350"
"Dapma7bEVm006449","8.456900","8.255687","8.281087","8.306271","8.425184","8.287063","8.380466","8.352010","8.368175","8.420596","8.475009","8.472954","8.488034"
"Dapma7bEVm006450","7.618590","7.755014","7.802223","7.694304","7.810163","7.886060","7.621727","7.710174","7.780554","7.872607","7.705877","7.890389","7.763242"
"Dapma7bEVm006451","4.624639","4.521964","4.853184","5.070188","4.828230","4.296268","4.401169","4.588041","4.476474","4.637154","4.474769","4.924059","4.692716"
"Dapma7bEVm006452","8.050327","8.162353","8.179607","8.281737","8.230015","8.219531","8.417310","8.149421","8.266570","8.314793","8.291454","8.444270","8.372699"
"Dapma7bEVm006453","6.811511","6.696624","6.770337","6.768258","6.871429","6.681689","6.589251","6.782254","6.724798","6.918132","6.772323","6.855453","7.096112"
"Dapma7bEVm006454","7.532329","7.695305","7.869072","7.726727","7.697478","7.761377","7.774130","7.636116","7.823733","7.889452","7.755154","7.837384","7.928856"
"Dapma7bEVm006455","4.337516","4.930494","4.887018","5.287681","4.934307","5.185301","4.808504","5.372691","4.923517","5.091925","5.403443","5.613485","5.563541"
"Dapma7bEVm006456","7.498001","7.436417","7.380753","7.480707","7.373107","7.329186","7.481143","7.410072","7.286052","7.561087","7.390738","7.429392","7.453568"
"Dapma7bEVm006457","6.697093","6.846398","6.823796","6.688109","6.552074","6.649772","6.534863","6.686033","6.633925","6.840750","6.835405","6.982328","6.877479"
"Dapma7bEVm006458","6.881671","7.062948","7.002981","6.868043","6.677768","6.873019","6.833530","7.000282","6.831387","6.813589","6.851737","6.967905","6.971357"
"Dapma7bEVm006459","6.801931","6.545248","6.711135","6.554657","6.550404","6.501122","6.475464","6.714299","6.642690","6.604260","6.861472","6.610420","6.707882"
"Dapma7bEVm006460","7.302612","7.435883","7.457478","7.356024","7.259928","7.122335","7.486319","7.306206","7.350043","7.366341","7.469131","7.371825","7.407940"
"Dapma7bEVm006461","4.310191","4.439348","4.434179","5.605469","5.560921","5.449560","6.773552","6.696833","4.437124","5.469396","6.754753","6.600781","5.487345"
"Dapma7bEVm006462","7.365438","7.115759","7.050383","7.348961","7.258584","7.156359","7.135513","7.352923","7.293352","7.381501","7.296613","7.581673","7.534151"
"Dapma7bEVm006463","6.933096","6.692142","7.010378","6.970913","6.673607","6.800330","6.938475","6.827517","6.809347","6.819016","6.895663","7.408316","7.235261"
"Dapma7bEVm006465","5.503927","5.350662","5.584180","5.213007","5.108567","5.508080","4.897336","4.892419","5.635703","5.267593","5.360387","5.045468","5.506981"
"Dapma7bEVm006466","4.402872","4.358986","4.304238","4.590599","4.441014","4.371338","3.498042","4.226975","4.807617","4.084777","4.101157","3.549481","4.006224"
"Dapma7bEVm006467","8.536333","8.602465","8.415476","8.005956","9.126014","8.978690","9.038490","8.740404","8.740349","8.901107","8.494085","7.946197","7.893459"
"Dapma7bEVm006468","5.133923","5.486955","3.835271","2.300800","2.521244","5.402990","5.422247","4.607787","4.844215","4.444907","3.661264","1.273235","0.000000"
"Dapma7bEVm006469","7.127749","7.210874","7.345485","7.410872","7.386850","7.225081","7.329713","7.368051","7.208336","7.545928","7.496636","7.597372","7.570283"
"Dapma7bEVm006470","4.574092","3.222117","3.923464","3.780267","2.964607","2.538513","3.749710","4.084543","2.325746","3.508990","3.496648","2.532673","3.195259"
"Dapma7bEVm006471","4.395057","4.673648","4.438308","3.691122","4.618479","4.399276","4.770161","4.432042","4.599593","4.642721","4.819021","4.415424","4.076622"
"Dapma7bEVm006472","6.063084","6.250012","6.265287","6.063711","6.211566","6.088783","5.773593","5.827091","6.236270","6.155981","6.207552","6.139534","5.907445"
"Dapma7bEVm006473","9.046527","8.799252","8.963699","8.953662","8.921866","8.877982","9.062768","8.992018","8.886248","9.016708","9.118178","9.073117","9.153751"
"Dapma7bEVm006474","7.141878","7.410657","6.992296","5.180392","6.927376","6.905897","6.875517","6.522842","6.967217","6.648724","6.219882","4.211117","3.617904"
"Dapma7bEVm006475","6.424618","6.224679","6.262816","6.066036","6.034026","5.947287","5.886219","5.780418","5.974302","6.147010","5.798502","5.791938","6.326664"
"Dapma7bEVm006476","5.622124","5.685110","5.819265","5.550069","5.569492","5.590848","5.179892","5.276845","5.668642","5.546011","5.211831","5.709477","5.733486"
"Dapma7bEVm006477","4.909011","4.736723","5.118354","5.329192","5.006913","4.608047","4.923727","5.128547","4.621863","4.803842","5.413182","5.025938","5.101848"
"Dapma7bEVm006478","7.471407","7.570209","7.463938","7.510956","7.497513","7.285320","7.515130","7.456477","7.567337","7.521645","7.486401","7.364885","7.601863"
"Dapma7bEVm006479","6.758847","6.633904","6.789155","6.727447","6.734329","6.620961","6.803289","6.935303","6.893541","6.822224","6.917406","6.992823","6.894933"
"Dapma7bEVm006480","7.754547","7.666988","8.017896","7.878209","7.727021","7.861833","7.800972","7.689602","7.791433","7.980393","7.822844","8.147380","8.162202"
"Dapma7bEVm006481","6.223998","6.724233","6.985953","6.906622","6.999876","6.637086","6.710213","6.843977","6.837604","6.875523","6.498534","6.822765","6.750773"
"Dapma7bEVm006482","6.932560","6.829359","6.967824","7.295037","6.762205","6.536264","7.008838","7.219241","6.877641","7.169713","7.140347","7.090017","7.240051"
"Dapma7bEVm006483","7.113838","7.315978","7.417113","7.332289","7.197227","7.187985","7.264156","7.253813","7.393356","7.332491","7.504486","7.178206","6.989668"
"Dapma7bEVm006484","4.008406","4.448327","4.895577","4.505000","4.372199","4.439936","4.297458","4.092103","4.289802","4.515555","4.610398","4.104688","4.159348"
"Dapma7bEVm006485","5.813250","5.507580","5.323326","5.521382","5.603248","4.788065","5.432103","5.837817","5.809957","5.450317","5.425413","5.349348","5.413685"
"Dapma7bEVm006486","7.776929","7.527041","7.727541","7.737549","7.643718","7.544488","7.658044","7.588818","7.585809","7.764049","7.540474","8.065329","8.066079"
"Dapma7bEVm006487","6.405802","6.808605","6.337303","6.246476","6.485609","6.589304","6.281941","6.101354","6.560082","6.058461","6.050473","5.243373","5.524863"
"Dapma7bEVm006488","5.516879","5.194677","5.195254","5.435294","5.458906","4.931639","5.350978","4.749677","4.900122","5.333696","4.798498","4.652573","4.554508"
"Dapma7bEVm006489","7.146947","7.243901","6.866815","6.448270","7.198358","7.155435","7.172745","6.921441","7.263125","6.881491","6.807521","5.854627","5.703972"
"Dapma7bEVm006490","7.814773","7.741668","7.319854","7.511483","7.467523","7.924897","8.063929","7.498649","7.654465","7.772220","7.374206","6.269512","5.841094"
"Dapma7bEVm006491","4.229758","3.925764","4.457356","4.092290","4.062479","3.382953","4.136652","4.507673","3.914379","4.260168","4.525242","3.833226","4.371888"
"Dapma7bEVm006492","4.192077","4.183400","3.938260","4.472428","4.522713","4.016926","4.471403","4.156189","4.003977","4.314432","4.253906","4.499163","4.361866"
"Dapma7bEVm006493","6.261200","6.414133","6.766165","6.784487","6.721419","6.991742","6.796288","6.838453","6.766546","6.780429","6.832219","7.025415","6.806706"
"Dapma7bEVm006494","7.605047","7.893236","7.475585","5.965843","6.795233","6.927135","7.719906","6.758023","7.599957","6.564918","6.437114","5.183861","4.517724"
"Dapma7bEVm006495","8.385246","8.434690","8.344894","8.586710","8.566832","7.972954","8.725418","8.718210","8.409072","8.515264","8.460156","8.563694","8.402239"
"Dapma7bEVm006496","3.5112878","3.3047434","3.7955080","2.5648270","3.0841348","3.5180159","1.6973703","2.5194486","3.8509851","2.2598873","2.1291870","0.7060164","1.5420649"
"Dapma7bEVm006497","5.743528","5.552024","6.087901","6.020874","6.157789","5.716501","6.015404","6.084699","6.326571","6.026676","5.918561","6.283568","6.213928"
"Dapma7bEVm006498","1.398113","3.737826","1.981965","3.725881","3.170696","2.823141","3.852131","2.124898","2.980632","3.454244","3.662422","3.717943","3.836750"
"Dapma7bEVm006499","8.177885","8.094242","8.072163","8.375475","8.178027","8.265729","8.146872","8.190848","8.199006","7.953269","8.142383","8.021770","7.962902"
"Dapma7bEVm006500","2.305999","2.072953","2.026347","1.645830","2.547501","3.090378","2.544701","2.638836","3.042563","1.873173","2.811028","2.418193","2.465463"
"Dapma7bEVm006501","7.968526","7.843721","8.015362","7.936064","8.027333","8.088158","7.971318","7.976623","8.054450","7.943056","8.035103","8.035323","8.120110"
"Dapma7bEVm006502","3.833164","4.273487","4.048682","3.918485","3.812058","4.266933","3.838651","4.101888","3.346410","3.699241","4.208603","4.304548","4.338707"
"Dapma7bEVm006503","7.369218","7.453944","7.626629","7.756888","7.523300","7.631705","7.591725","7.697671","7.733450","7.668581","7.747318","7.882113","7.619405"
"Dapma7bEVm006504","6.659208","6.257945","6.483442","6.453877","6.079978","6.108068","6.206932","6.536467","6.406883","6.410908","6.726674","6.909036","6.773475"
"Dapma7bEVm006505","5.136302","4.683265","4.471111","4.628766","4.951608","4.654828","3.785834","4.095475","4.839989","4.214419","4.212397","3.689534","4.852112"
"Dapma7bEVm006506","3.000926","3.084762","3.151977","3.604695","2.987928","3.563607","3.642956","3.461141","3.394224","4.020992","2.990415","3.594952","3.740374"
"Dapma7bEVm006507","6.468069","6.302451","6.509031","6.585162","6.303454","6.697283","6.497011","6.414899","6.563586","6.281007","6.853658","6.637356","6.443626"
"Dapma7bEVm006508","7.619011","7.299417","7.262378","7.223012","7.564489","7.241892","7.370927","7.247248","7.196804","7.466465","7.201180","7.231628","7.369767"
"Dapma7bEVm006509","8.218982","8.398531","8.238652","8.455752","8.475337","8.203354","8.348888","8.289347","8.395811","8.289736","8.234366","8.224348","8.207129"
"Dapma7bEVm006510","9.178589","9.119686","9.303345","9.162571","9.213860","9.081136","9.152045","9.184353","9.094125","9.273006","9.218089","9.283881","9.273913"
"Dapma7bEVm006511","5.859351","5.702805","5.933632","5.547389","5.496435","5.614162","5.391653","5.505272","5.973609","5.635061","5.971345","5.764712","5.831332"
"Dapma7bEVm006512","6.888530","7.032101","7.020961","6.937735","7.037124","6.976277","6.899277","7.151668","6.810066","7.072432","7.173721","6.979532","7.113857"
"Dapma7bEVm006513","4.540959","4.851914","4.557776","4.613435","4.688593","4.743303","5.039673","5.117460","5.064624","4.761236","4.339819","4.860053","4.584837"
"Dapma7bEVm006514","6.343927","6.453816","6.471544","6.728337","6.644464","6.384007","6.706253","6.831081","6.422603","6.694654","6.870982","6.990534","6.691620"
"Dapma7bEVm006515","5.620957","5.576224","6.061615","5.709824","5.643725","5.735263","5.836202","5.630545","5.684458","5.894097","5.877119","5.795802","5.693463"
"Dapma7bEVm006516","7.642221","8.052573","8.022443","7.306809","7.704128","8.347546","8.912984","8.406647","8.383301","8.165716","8.319163","7.484411","7.016709"
"Dapma7bEVm006517","4.750032","4.537998","4.916328","4.682126","4.127351","5.259973","4.964789","3.960042","5.088917","4.579326","4.890173","4.420596","4.414351"
"Dapma7bEVm006518","0.0000000","0.9494992","1.5440516","1.4452661","0.3032614","1.1459075","1.6966878","0.7776352","0.3050116","0.4774221","1.2865037","2.3000377","2.2491127"
"Dapma7bEVm006519","1.294026","2.188469","1.961426","3.028484","1.984185","2.692058","2.213374","1.637963","1.912210","2.658584","2.094704","2.277419","1.377480"
"Dapma7bEVm006520","5.301836","5.665011","5.840011","5.489641","5.604599","5.585219","5.517140","5.745507","5.696245","5.713395","5.666973","5.811996","5.977682"
"Dapma7bEVm006521","5.837025","6.190258","6.015781","6.223350","6.189768","5.984125","6.304042","6.265535","6.278556","6.166980","6.325515","6.422836","6.570682"
"Dapma7bEVm006522","5.383616","5.464961","5.148108","5.227101","5.272959","5.215220","5.200559","5.077772","5.382396","5.361477","5.535658","5.422679","5.265322"
"Dapma7bEVm006523","2.678515","1.641057","1.830491","2.636528","2.303292","2.042992","2.558731","2.504525","2.872950","1.882547","3.255320","3.691121","2.915020"
"Dapma7bEVm006524","9.826810","9.880470","9.850103","9.514825","9.730832","9.862429","9.930647","9.707014","9.849749","9.792207","9.757206","9.352809","9.379719"
"Dapma7bEVm006525","2.333780","1.803630","2.445984","3.078336","2.889613","1.286088","1.650179","2.202847","1.965111","1.473932","1.728318","1.631974","2.095845"
"Dapma7bEVm006526","5.406363","4.589812","5.318369","5.079891","4.764956","5.292793","5.410000","5.255678","4.950791","5.459646","5.677362","5.638821","5.442318"
"Dapma7bEVm006527","5.851192","5.838195","5.970701","5.468338","5.762975","5.806784","5.869437","5.898084","5.971042","5.856619","5.861898","5.833036","5.831904"
"Dapma7bEVm006528","6.300816","6.326160","6.042272","6.123305","6.278972","5.686699","6.131910","6.041031","5.727669","6.153281","6.252628","6.041518","6.179327"
"Dapma7bEVm006529","3.723205","3.330733","3.706236","4.255459","3.176426","3.617165","3.761299","4.021158","3.621365","3.287586","3.107131","3.920518","3.679927"
"Dapma7bEVm006530","6.832477","6.949720","7.276948","6.926289","6.800968","7.159213","6.776973","6.790742","7.164818","6.883770","6.560001","6.822705","7.107785"
"Dapma7bEVm006531","6.657385","6.513065","6.714181","6.579626","6.778742","6.309842","6.632434","6.576776","6.375454","6.536851","6.368754","6.481232","6.381866"
"Dapma7bEVm006532","5.545209","5.885959","5.750384","6.002483","5.926156","5.966349","6.060601","5.875169","5.936101","6.022403","6.016223","5.874461","5.825991"
"Dapma7bEVm006533","6.521538","6.481762","6.639268","6.724121","6.474391","6.357734","6.663734","6.661830","6.317385","6.530910","6.608114","6.745824","6.741570"
"Dapma7bEVm006534","5.230028","5.089793","5.330579","5.349571","5.200336","5.274585","5.244498","5.511429","4.983758","5.555130","5.212420","5.800130","5.637095"
"Dapma7bEVm006535","4.721126","5.320444","4.939231","4.248540","4.789580","4.327651","4.828058","4.490642","4.999567","4.435448","4.008023","3.070995","2.775685"
"Dapma7bEVm006536","4.300839","3.230987","3.853314","4.734917","4.611614","3.084383","4.253094","4.760864","3.304996","4.418423","4.819195","3.898044","4.512366"
"Dapma7bEVm006537","7.425430","7.533111","7.554953","7.414429","7.357940","7.410947","7.181215","7.234832","7.571823","7.233142","7.104260","7.211792","7.324472"
"Dapma7bEVm006538","6.632059","6.550575","6.562398","6.561684","6.582090","6.556804","6.548467","6.699033","6.631732","6.687429","6.686697","7.009877","6.819428"
"Dapma7bEVm006539","6.517597","6.708432","6.537383","6.579105","6.842895","6.751535","6.613707","6.473366","6.446269","6.351802","6.334886","6.375249","6.545730"
"Dapma7bEVm006540","6.834444","6.800865","6.886598","6.809063","6.770614","6.637784","6.695837","6.820592","6.823874","6.618222","6.730930","6.880949","6.943664"
"Dapma7bEVm006541","1.1428460","1.2457977","1.4012463","0.0000000","0.6917030","0.1832330","0.9902743","0.8945577","1.2245226","1.3651321","1.1982797","2.1369400","0.8153016"
"Dapma7bEVm006542","7.914579","8.171065","7.886211","7.665101","7.652652","7.868949","7.931519","7.874669","7.915483","8.006964","7.797820","7.409166","7.598303"
"Dapma7bEVm006543","7.209245","6.834238","6.889965","7.109821","6.956510","7.050255","7.003935","7.151055","6.917727","7.238149","6.885421","7.300344","7.093396"
"Dapma7bEVm006544","8.175392","8.080074","8.166010","8.057228","8.124593","8.071562","8.184368","8.204415","8.268686","8.200974","8.224603","8.203051","8.054988"
"Dapma7bEVm006545","5.811912","5.809326","5.796799","5.008352","5.796942","5.502610","5.822025","5.476359","5.835572","5.437108","5.154465","4.382045","4.560129"
"Dapma7bEVm006546","5.950934","5.908515","5.864287","6.002929","5.836557","5.339161","5.903718","5.908322","5.762040","6.002679","5.714215","5.967490","6.112249"
"Dapma7bEVm006547","5.201309","5.063736","4.970161","4.852144","5.188567","4.945031","4.925412","4.772839","4.863552","4.629590","4.878203","4.940497","4.609953"
"Dapma7bEVm006548","4.496355","4.726011","4.562537","4.079947","3.780379","3.543365","4.059438","4.202534","4.555759","4.306971","3.323653","3.114802","3.023270"
"Dapma7bEVm006549","7.172154","7.613623","7.435091","7.632388","7.433154","7.673640","7.694851","7.578173","7.582828","7.530897","7.712672","7.761225","7.928013"
"Dapma7bEVm006550","4.587486","5.001701","5.260837","5.307026","5.035095","5.290743","4.897278","4.916800","4.947167","4.951550","4.385009","4.993298","4.909182"
"Dapma7bEVm006551","5.958870","5.888870","6.074985","5.867569","5.972059","5.630626","5.995930","6.119800","5.808523","6.023425","6.151328","6.205573","6.293772"
"Dapma7bEVm006552","5.074940","5.119000","5.506244","5.718202","5.344657","4.855281","5.021017","5.640734","5.244419","5.637328","5.906455","5.821976","5.753182"
"Dapma7bEVm006553","5.709238","5.417970","5.432623","5.654925","5.574898","5.638712","5.808914","5.630123","5.460897","5.950425","5.213546","6.058373","5.790081"
"Dapma7bEVm006554","4.151107","4.375762","4.342089","4.569110","4.281778","3.891364","4.316495","4.441977","3.532123","4.217301","4.128433","3.342700","4.367968"
"Dapma7bEVm006555","4.586914","4.877394","4.840013","4.681615","4.477046","4.413929","4.930090","4.619305","4.879439","5.015912","4.486033","4.199449","5.156469"
"Dapma7bEVm006556","6.480609","6.530135","6.737481","6.784679","6.678335","6.329437","6.779201","6.755786","6.588419","6.813070","6.613755","6.732759","6.915054"
"Dapma7bEVm006557","4.001966","4.355205","4.489445","5.544611","4.916376","5.392208","5.881282","5.805259","4.556707","5.113803","6.097378","5.889660","5.759495"
"Dapma7bEVm006558","2.940877","2.779027","2.676384","3.060389","2.473492","4.250815","2.593256","2.883350","2.442198","2.326352","3.092098","3.074689","2.570855"
"Dapma7bEVm006559","6.488807","6.447053","6.532296","6.289762","6.368412","6.344864","6.311381","6.462044","6.472638","6.384215","6.232761","6.421517","6.351836"
"Dapma7bEVm006560","6.778511","7.639985","7.038013","7.171596","7.456667","7.420951","7.286252","7.365073","7.309136","7.094767","7.285114","7.151142","7.262006"
"Dapma7bEVm006561","4.993187","4.887230","5.482492","5.546228","5.457297","5.611297","5.544730","5.837990","5.260378","5.300575","5.084871","5.010439","5.829865"
"Dapma7bEVm006564","5.999845","6.334043","6.571076","6.624587","6.591029","6.449198","6.560869","6.556034","6.324770","6.664260","6.515746","6.894629","6.798057"
"Dapma7bEVm006565","7.623377","7.435645","7.464622","7.451163","7.587906","7.142226","7.457341","7.633816","7.280519","7.720640","7.815577","7.754866","7.807856"
"Dapma7bEVm006566","5.143208","5.492027","5.538808","5.708169","5.500411","5.261801","5.240762","5.458972","5.353014","5.645696","5.387691","5.443229","5.333469"
"Dapma7bEVm006567","4.315811","4.601833","4.270378","4.299104","4.000159","4.610904","3.172649","3.477607","4.485502","3.861569","2.666838","2.981488","4.102119"
"Dapma7bEVm006568","6.303527","6.305740","6.691083","6.370042","6.480228","6.025062","6.508599","6.471640","6.553704","6.547667","6.617133","6.570393","6.775124"
"Dapma7bEVm006569","3.852112","2.434794","3.547616","2.997545","2.019978","1.849409","2.948056","2.921719","2.977008","2.030766","1.928649","2.755337","3.207823"
"Dapma7bEVm006570","5.775083","5.969479","5.804609","6.081126","6.321349","6.041115","6.196379","6.295309","6.012796","6.012783","5.975354","6.003780","6.182009"
"Dapma7bEVm006571","6.493443","6.994147","6.604464","6.672030","6.861774","6.753267","7.095609","6.954220","6.870818","6.916895","6.847421","6.768624","6.798866"
"Dapma7bEVm006572","9.452848","9.655739","9.511649","9.720762","9.656632","9.566624","9.560042","9.582237","9.478772","9.594964","9.559331","9.596304","9.624446"
"Dapma7bEVm006573","7.844023","8.173061","7.984471","8.040023","8.062409","7.989150","7.952722","7.894807","8.172951","7.862396","7.829318","7.473132","7.615284"
"Dapma7bEVm006574","7.144028","7.511511","7.465422","7.460746","7.387659","7.514657","7.524873","7.469410","7.573007","7.512423","7.336974","7.526658","7.413688"
"Dapma7bEVm006575","6.175303","6.891525","6.195961","5.477157","6.389432","6.391923","6.871545","6.309240","6.551900","6.432955","6.362694","4.905233","4.373821"
"Dapma7bEVm006576","4.936436","4.900244","4.791892","5.558270","4.961392","5.101341","5.257593","5.312607","5.007951","4.991115","5.193239","5.953775","5.771603"
"Dapma7bEVm006577","6.158324","6.022929","6.024339","6.384019","6.031022","5.880383","6.270720","6.018594","5.946526","6.237622","6.297960","6.480180","6.323342"
"Dapma7bEVm006578","8.301996","8.480092","8.005014","8.283281","8.396232","8.388592","8.228120","8.225102","8.401815","8.006688","8.232720","8.171602","7.978117"
"Dapma7bEVm006579","5.869322","6.231279","6.109468","6.271135","6.125699","6.492510","6.399592","6.292821","6.304575","6.286084","6.471145","6.492865","6.523242"
"Dapma7bEVm006580","7.874831","7.880304","7.961156","7.847724","7.865698","7.995948","7.843887","7.851381","7.864287","7.824565","7.812008","7.558935","7.784634"
"Dapma7bEVm006581","5.494105","5.567975","5.528978","5.764347","6.296742","5.170101","6.329799","6.091004","5.030762","6.367559","6.325691","6.506082","6.285629"
