"","Control","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12"
"Dapma7bEVm000175"," 9.973113"," 9.997808","10.073875"," 9.857412"," 9.959659"," 9.996680"," 9.970003"," 9.982011"," 9.821462","10.108113"," 9.934927"," 9.988062"," 9.992063"
"Dapma7bEVm000176","8.103639","7.965264","7.883616","8.059990","7.941664","7.760276","8.165564","8.151799","7.932683","8.098328","8.211274","8.281893","8.174555"
"Dapma7bEVm000177","8.994138","9.091746","9.068917","9.130409","9.184079","9.053325","9.130639","9.128301","9.042980","9.198270","9.178557","9.290596","9.249630"
"Dapma7bEVm000178","7.778775","7.796417","7.666856","7.919034","7.826728","7.666436","7.868016","7.814670","7.768414","7.773152","7.689112","8.076529","7.821389"
"Dapma7bEVm000179","7.824763","8.148159","8.011435","8.185788","8.202549","8.045101","8.123963","8.005250","8.133385","8.018367","7.986794","8.093846","8.086084"
"Dapma7bEVm000180","10.279669","10.158315"," 9.953592","10.254844","10.244138","10.102255","10.192907","10.165389","10.169182","10.170440","10.168021"," 9.845096"," 9.718540"
"Dapma7bEVm000181","9.272260","9.395219","9.404469","9.485126","9.396847","9.263699","9.330435","9.449530","9.332889","9.471016","9.448951","9.573256","9.654053"
"Dapma7bEVm000182","6.377205","6.307564","6.516298","6.627451","6.217909","5.852003","6.341830","6.550664","6.345106","6.508275","6.794604","6.872418","6.833519"
"Dapma7bEVm000183","8.810610","9.131025","8.868734","8.949288","9.128803","9.057388","8.942191","8.991967","9.227608","8.914097","8.970645","8.859214","8.872960"
"Dapma7bEVm000184","10.38709","10.68581","10.53164","10.71816","10.66673","10.47635","10.75466","10.64302","10.70311","10.57889","10.62498","10.50035","10.49467"
"Dapma7bEVm000185","7.645378","7.513462","7.576645","7.580084","7.485263","7.455938","7.844166","7.517395","7.517310","7.850003","7.748991","8.101096","7.826322"
"Dapma7bEVm000186","6.676648","6.876407","6.798277","7.111007","6.987880","6.790349","6.808110","6.889436","6.848720","6.698823","6.725507","7.129675","7.068262"
"Dapma7bEVm000187","8.482738","8.318644","8.438309","8.447122","8.380184","8.327384","8.445019","8.429523","8.393851","8.581954","8.463415","8.601574","8.632649"
"Dapma7bEVm000188","6.374572","5.273468","5.594985","5.073994","5.193549","4.851340","4.300473","4.393815","5.018844","4.830411","4.528312","4.552647","5.532934"
"Dapma7bEVm000189","12.72852","12.58009","12.55565","12.43179","12.55093","12.60915","12.58317","12.58564","12.58046","12.69283","12.62740","12.60470","12.51136"
"Dapma7bEVm000190","8.933264","8.205402","8.127471","8.219188","8.132922","8.254654","7.879881","8.019942","8.127633","8.005952","8.273620","8.183410","8.543723"
"Dapma7bEVm000191","7.499261","7.669615","7.820810","7.899640","7.805592","7.731350","7.493426","7.585609","7.836222","7.770480","7.709066","7.530399","7.734127"
"Dapma7bEVm000192","6.879419","6.897014","6.709067","6.637393","6.843677","6.435111","6.934996","6.609857","6.787635","6.939352","6.895323","6.830792","6.847979"
"Dapma7bEVm000193","7.170621","7.418286","7.131486","7.697833","7.363263","7.451393","7.390232","7.530964","7.537181","7.040814","7.346255","7.376973","7.530295"
"Dapma7bEVm000194","7.246778","6.833201","7.055430","7.205827","7.142933","7.144215","7.184837","7.134370","7.119380","6.946884","7.195330","7.089361","7.283340"
"Dapma7bEVm000195","7.830159","7.215247","7.451939","7.382910","7.052508","6.927718","6.796502","7.019109","7.201486","6.958978","6.827926","7.083052","7.247954"
"Dapma7bEVm000196","6.954480","7.610269","7.071753","6.471016","7.086373","7.051346","6.642745","6.505601","7.199651","6.160265","6.639404","5.296483","5.521887"
"Dapma7bEVm000197","6.370856","6.979780","5.827689","4.352131","6.986743","6.503548","6.861683","6.208431","6.407787","7.027610","6.442991","3.607733","2.356147"
"Dapma7bEVm000198","8.344019","9.028358","8.404848","7.787277","8.200702","8.458112","8.678375","8.325978","8.696111","8.334425","8.219303","7.432261","7.267742"
"Dapma7bEVm000199","7.042048","7.281421","7.023507","6.898287","7.093668","6.912465","7.141402","6.860448","7.041136","6.685483","7.054644","6.794071","6.651355"
"Dapma7bEVm000200","7.425196","7.360674","7.402309","7.313329","7.218019","7.516107","7.119591","6.902975","7.698068","7.161097","7.329561","7.128155","7.197576"
"Dapma7bEVm000201","4.992548","3.354880","5.017197","4.013018","4.227320","3.003529","3.415432","3.860341","4.230189","3.995697","3.772937","4.898899","4.550740"
"Dapma7bEVm000202"," 9.948430","10.109075"," 9.964324","10.117237","10.054723"," 9.906786","10.070564","10.019228","10.086030"," 9.936611","10.019584","10.116575","10.008000"
"Dapma7bEVm000203","6.684424","6.691818","6.657224","6.887853","6.585169","6.670262","6.737905","6.655452","6.683770","6.749555","6.941133","6.865099","6.722039"
"Dapma7bEVm000204","3.698207","3.355267","3.272223","2.856339","2.131981","3.586513","3.530229","3.122041","3.708608","3.761021","2.842009","3.991760","3.447832"
"Dapma7bEVm000205","9.487075","9.536419","9.377469","9.358801","9.376148","9.591469","9.471822","9.457690","9.391803","9.489109","9.528786","9.371986","9.237488"
"Dapma7bEVm000206","10.316085","10.432374","10.198566"," 9.628256"," 9.985494","10.076446","10.309909","10.006168","10.320066","10.053851","10.103554"," 9.397601"," 9.272499"
"Dapma7bEVm000207","8.068044","7.580848","7.582585","7.645947","7.690563","7.629856","7.810536","7.686426","7.470394","7.841592","7.816524","7.734669","7.491559"
"Dapma7bEVm000208","9.252209","9.092711","9.127360","9.037257","9.379240","9.129742","9.100658","9.191636","9.258407","9.246519","9.175142","9.342406","9.283111"
"Dapma7bEVm000209","1.2271829","0.9629685","1.3149368","1.3449337","2.4268476","1.9022526","1.8096444","1.7140716","1.3830630","1.8637337","1.6081310","0.8235342","1.7055497"
"Dapma7bEVm000210","7.718592","7.689687","7.730179","7.496772","7.781297","7.662567","7.781678","7.566095","7.749808","7.867519","7.776472","7.782045","7.626266"
"Dapma7bEVm000211","8.675529","8.895796","8.663244","8.719911","8.646525","8.625413","8.876907","8.786541","8.627914","8.869756","8.889106","8.883810","8.878363"
"Dapma7bEVm000212","9.099070","9.392355","9.309764","9.348260","9.368805","9.213925","9.424352","9.335488","9.435260","9.440843","9.336493","9.399021","9.427351"
"Dapma7bEVm000213"," 9.756741"," 9.942486"," 9.777289"," 9.820422"," 9.847975"," 9.721074"," 9.912293"," 9.873027"," 9.797260"," 9.886781"," 9.871018","10.011264"," 9.889920"
"Dapma7bEVm000214","7.151484","7.768771","7.583305","7.925119","8.026660","6.613232","7.854096","8.169621","7.867965","7.823116","7.862750","8.298031","8.082836"
"Dapma7bEVm000215","10.295452","10.903894","10.224233"," 8.450959"," 9.358496"," 9.578897","10.330294"," 9.269870","10.334356"," 8.785473"," 9.149396"," 7.416363"," 6.355419"
"Dapma7bEVm000216"," 9.965253"," 9.778458"," 9.948936"," 9.926489"," 9.852428"," 9.763588"," 9.925991"," 9.893889"," 9.710591","10.043960","10.184815","10.178067","10.098904"
"Dapma7bEVm000217","6.486061","6.353826","6.587658","6.319764","6.328671","6.245642","6.356139","6.484612","6.280082","6.513808","6.413903","6.651939","6.439509"
"Dapma7bEVm000218","4.826706","4.502406","4.750066","4.592730","4.322354","4.998588","3.977703","4.285230","4.447557","4.591693","4.311055","4.632026","4.505777"
"Dapma7bEVm000219"," 9.900915"," 9.929474","10.069447","10.140187","10.053012"," 9.863533","10.091308","10.021946","10.051914","10.063543","10.225272","10.259019","10.153688"
"Dapma7bEVm000220","8.860378","9.586571","9.123463","9.280036","9.172209","9.065135","9.410410","9.391852","9.225514","9.159832","9.359458","8.716627","8.805820"
"Dapma7bEVm000221","8.142480","7.932604","8.184461","7.956226","8.098830","7.861873","8.029468","8.042468","7.991074","8.277964","8.233367","8.291527","8.353356"
"Dapma7bEVm000222","9.080897","9.420139","9.346801","9.230014","9.481101","9.299888","9.506547","9.299632","9.487678","9.518280","9.344384","9.137065","9.109152"
"Dapma7bEVm000223","7.174418","7.009376","7.076302","6.838441","6.969023","6.983883","6.846771","6.729911","7.047642","7.043951","7.072801","6.996379","7.009059"
"Dapma7bEVm000224","7.792751","7.711746","7.644121","7.761533","7.571092","7.719424","7.798630","7.603388","7.640939","7.622118","7.744024","7.794155","7.651771"
"Dapma7bEVm000225","7.250581","7.345231","7.351895","7.076673","7.273904","7.249688","7.232233","7.019904","7.294345","7.378121","7.282278","7.253846","7.104216"
"Dapma7bEVm000226","7.013207","6.595504","6.962013","6.935113","6.704292","6.709110","6.953322","6.919578","6.818097","7.117082","6.756788","6.841093","6.902349"
"Dapma7bEVm000227","7.922519","8.006658","8.095960","7.986297","7.986452","8.057533","7.963490","7.967185","8.059134","8.082371","8.037048","8.158411","8.236514"
"Dapma7bEVm000228","7.007309","5.909659","6.405631","6.390582","6.073486","6.046541","6.131060","6.177152","6.109820","5.841392","6.554320","6.847496","6.773872"
"Dapma7bEVm000229","5.397257","5.601768","5.262302","5.271788","5.235435","5.222643","5.551390","5.319249","5.548901","5.644523","5.498367","5.927076","5.637793"
"Dapma7bEVm000230","2.762121","4.444129","3.252245","1.678707","3.617691","2.557780","3.563500","1.175765","2.810363","2.379381","2.339478","1.173093","1.336301"
"Dapma7bEVm000231","7.432742","7.433668","7.599492","7.369642","7.405909","7.524587","7.297157","7.386364","7.447626","7.489569","7.608587","7.521508","7.405035"
"Dapma7bEVm000232","8.225957","8.255149","8.188268","8.273494","8.429942","8.252334","8.401251","8.273450","8.295136","8.290286","8.355696","8.292778","8.138999"
"Dapma7bEVm000233","7.540021","7.359681","7.586070","7.509654","7.393913","7.234224","7.292575","7.478908","7.547536","7.695812","7.554524","7.565413","7.662807"
"Dapma7bEVm000234","10.32785","10.44913","10.37328","10.46808","10.50302","10.46562","10.48099","10.41999","10.47999","10.37016","10.49580","10.41430","10.32522"
"Dapma7bEVm000235","10.36390","10.36373","10.35131","10.28497","10.33492","10.09314","10.24875","10.43551","10.13925","10.25430","10.21310","10.21786","10.40892"
"Dapma7bEVm000236","5.168689","4.932700","4.959604","5.382080","4.940890","4.958502","5.202417","5.260576","5.275810","4.884828","5.379107","5.448860","5.255316"
"Dapma7bEVm000237","7.845652","7.774459","7.772510","7.978013","7.874638","7.864029","7.916132","7.784563","7.862668","7.972852","8.083692","8.339407","8.189441"
"Dapma7bEVm000238","9.977857","8.315007","8.825553","8.308651","8.624395","8.351959","6.431913","6.584476","8.313009","7.511454","7.064212","6.287613","7.442271"
"Dapma7bEVm000239","5.806660","5.552556","5.861317","5.785610","5.884758","5.909164","5.996130","5.931063","5.564067","6.045190","5.973678","6.136607","6.177408"
"Dapma7bEVm000240","11.21855","10.62103","10.54511","11.01009","11.16637","10.38027","10.23771","10.99212","10.32296","10.69402","10.71883","10.41272","10.24194"
"Dapma7bEVm000241","7.897283","7.987836","8.016350","7.837221","8.120535","8.089226","7.944014","7.922226","8.051319","7.953317","8.030194","7.901020","7.771462"
"Dapma7bEVm000242","5.712409","5.052786","5.364504","5.164821","5.222713","5.321202","5.120048","5.354811","4.940335","5.549770","5.831307","6.031577","5.805578"
"Dapma7bEVm000243","6.568135","4.964496","5.905235","5.156984","5.298799","5.275880","4.786957","5.433223","4.830004","5.319154","4.517476","5.122435","5.740220"
"Dapma7bEVm000244"," 9.515640"," 9.763361"," 9.714243"," 9.847465"," 9.810423"," 9.926318"," 9.843328"," 9.914514"," 9.791968"," 9.918329"," 9.900462","10.051008","10.044974"
"Dapma7bEVm000245"," 9.934945"," 9.748206"," 9.989722"," 9.788624","10.003899"," 9.653380"," 9.763360"," 9.931417"," 9.894612"," 9.996777","10.015620"," 9.919817"," 9.902815"
"Dapma7bEVm000246","5.256631","3.901687","4.562596","3.971656","4.003873","3.863091","3.432468","3.793614","4.088648","3.873865","3.238156","4.192813","5.098138"
"Dapma7bEVm000247","10.359500"," 9.628783"," 9.902152"," 9.756229"," 9.582333"," 9.558548"," 9.793013"," 9.687293"," 9.876478"," 9.743310","10.212733","10.558497","10.497790"
"Dapma7bEVm000248","6.415673","6.659583","6.399033","6.713640","6.747589","6.588442","6.634831","6.667593","6.764452","6.624358","6.758558","6.688729","6.151285"
"Dapma7bEVm000249","7.148754","7.059742","6.819551","7.125715","6.840340","6.874902","6.718994","6.950537","6.682164","6.612510","6.897394","6.521000","6.635784"
"Dapma7bEVm000250","6.693425","5.014067","5.701300","5.516929","5.322969","4.986564","4.758131","5.187185","5.107936","5.204085","4.936411","5.373093","5.704882"
"Dapma7bEVm000251","5.157973","4.400359","4.683706","5.526596","5.314916","4.827485","5.701225","5.438800","5.028598","5.360384","5.729498","5.331290","4.947750"
"Dapma7bEVm000253","9.419306","7.030433","8.138914","7.591575","7.364927","6.734071","6.435350","7.181601","6.864753","7.671667","7.167067","7.824296","8.011966"
"Dapma7bEVm000254","7.274539","3.516765","6.554480","5.673767","4.494112","4.815330","5.293163","4.818357","4.086391","5.210674","3.959663","6.077340","6.423927"
"Dapma7bEVm000255","10.70372","10.50911","10.45728","10.27659","10.35398","10.35956","10.51106","10.44579","10.31251","10.48340","10.40616","10.24032","10.15878"
"Dapma7bEVm000256","5.577330","5.738382","5.957785","5.847826","5.806378","5.934990","6.188270","6.169329","5.416320","5.871609","5.891110","5.969358","5.706464"
"Dapma7bEVm000257","6.434035","6.554249","6.853636","6.293487","6.489245","6.558112","6.347887","6.489291","6.458521","6.136437","6.083687","6.253956","6.638804"
"Dapma7bEVm000258","8.788545","9.037911","8.965385","9.169885","9.038138","9.171171","9.004810","8.980553","9.080543","8.950252","8.915180","8.982809","8.918593"
"Dapma7bEVm000259","10.51711","10.45274","10.37558","10.41653","10.46451","10.54074","10.48129","10.34511","10.56915","10.45946","10.41631","10.22845","10.15406"
"Dapma7bEVm000260","9.153897","8.687981","9.123703","8.811763","8.744738","8.767286","8.717274","8.801576","8.752654","9.137496","8.909640","9.139487","9.184810"
"Dapma7bEVm000261","9.126833","9.061910","9.106179","9.134351","9.040960","9.143705","9.110020","9.045018","9.070826","9.091451","9.250937","9.172090","9.292536"
"Dapma7bEVm000262","10.97919","10.64261","10.76930","10.77401","10.71462","10.75526","10.74319","10.87267","10.67578","11.02716","10.90778","11.13201","11.08580"
"Dapma7bEVm000263","8.282798","8.320019","8.406468","8.385728","8.465235","8.383440","8.388587","8.362716","8.397526","8.378153","8.456678","8.332800","8.249340"
"Dapma7bEVm000264","6.789889","6.823357","6.765842","6.698246","6.718176","6.615785","6.883423","6.611493","6.619977","6.885537","6.631911","6.943479","6.780307"
"Dapma7bEVm000265","9.058933","9.190972","9.229975","9.181519","9.246890","9.174379","9.202649","9.303156","9.229483","9.286060","9.269518","9.367194","9.321933"
"Dapma7bEVm000266","8.770240","8.804536","8.805399","8.675565","8.832521","8.587478","8.783575","8.831078","8.719679","8.843958","8.804495","8.970300","8.736975"
"Dapma7bEVm000267","8.354976","8.239238","8.358037","8.213240","8.308716","8.424817","8.265439","8.172193","8.258143","8.381027","8.178832","8.471952","8.259891"
"Dapma7bEVm000268","8.527878","8.701858","8.697771","8.478131","8.639350","8.712697","8.635852","8.652378","8.734202","8.666886","8.671092","8.635764","8.562047"
"Dapma7bEVm000269","8.344464","8.191369","8.255645","8.175143","8.257204","8.364107","8.151144","8.109744","8.244194","8.245428","8.328194","8.113781","8.104649"
"Dapma7bEVm000270","8.096379","8.279636","8.195927","8.230935","8.164285","8.345258","8.350466","8.318394","8.211440","8.234542","8.554907","8.436072","8.248531"
"Dapma7bEVm000271","5.148332","3.834892","4.752588","4.736407","4.336553","4.976802","5.307915","5.016121","5.044940","5.006185","5.374446","5.531928","5.178059"
"Dapma7bEVm000272","7.551360","7.148416","7.291538","7.396614","7.330622","7.275616","7.423631","7.256116","7.229497","7.322987","7.317166","7.491200","7.256228"
"Dapma7bEVm000273","8.135885","8.326335","7.896378","7.283715","7.924692","7.987407","8.128655","7.545638","8.044341","7.675309","7.975800","6.427241","6.116182"
"Dapma7bEVm000274","8.164261","8.265470","8.274371","8.290822","8.224054","8.156297","8.220676","8.109254","8.165750","8.276387","8.324736","8.241604","8.238034"
"Dapma7bEVm000275","8.908888","8.986272","8.996183","9.018830","8.998538","8.866612","8.966978","8.969391","9.015515","9.017351","9.150110","9.070341","9.115714"
"Dapma7bEVm000276","9.423541","9.563543","9.586951","9.669312","9.599587","9.526861","9.534203","9.545456","9.583894","9.621587","9.585879","9.798342","9.810324"
