"","CK07","CK08","CK09","CK10","CK11","CK12","D01A1","D01A2","D01A3","D01A4","D01A5","D01A6","D02A1","D02A2","D02A3","D02A4","D02A5","D02A6","D03A1","D03A2","D03A3","D03A4","D03A5","D03A6","D04A1","D04A2","D04A3","D04A4","D04A5","D04A6","D05A1","D05A2","D05A3","D05A4","D05A5","D05A6","D06A1","D06A2","D06A3","D06A4","D06A5","D06A6","D07A1","D07A2","D07A3","D07A4","D07A5","D07A6","D08A1","D08A2","D08A3","D08A4","D08A5","D08A6","D09A1","D09A2","D09A3","D09A4","D09A5","D09A6","D10A1","D10A2","D10A3","D10A4","D10A5","D10A6","D11A1","D11A2","D11A3","D11A4","D11A5","D11A6","D12A1","D12A2","D12A3","D12A4","D12A5","D12A6"
"Dapma7bEVm015674",5.34989593800619,4.94181148605048,5.24705747419029,5.5041277482336,5.20366657500059,5.31844352361548,4.55024131767878,4.18159872080183,4.60283013205051,3.89212822575014,3.82586181196443,4.04152130766603,4.4917065840229,4.92741203924377,4.50989184819472,4.1628438561453,4.21367912999789,4.16771221520711,4.79241958908301,4.69139905119785,4.50271793903911,4.44920578944664,4.48106877627675,4.40945327920484,4.69425557984448,4.71075584126863,4.92683513426013,4.9613213833056,4.22338789035477,3.26622128238701,3.6044249479361,4.91333690038061,4.08845018988653,3.95852420782998,4.34990031489531,4.88220718718626,4.4306361887824,4.1499116591429,4.6176133951549,3.82837861751255,4.64350865144318,4.54453241048969,3.93596321891958,4.5605701670225,4.37939175528257,4.386634076038,3.66142164096592,5.19308448698697,4.29580303238256,4.08841595537572,3.88726015271885,4.33235846471671,4.31313973457128,4.54824963351747,4.03046421376282,3.88617185107826,4.27324826777039,4.72304114345913,4.27939857887428,4.69043280766573,3.99749476469602,4.02504309201303,4.52872998370361,4.55728120493999,5.03988753262295,4.16568420390315,4.720623876353,4.25358903221319,3.78695489334777,4.05534436795714,4.08698478731662,4.93444433410808,3.92461695848317,4.23614308502778,3.64193468827618,4.31188742878452,4.4731799056413,4.5835144852282
"Dapma7bEVm000188",5.94193569826704,4.92678438608674,6.12691178469836,6.30369861042373,5.6449383065795,6.36737286613703,5.18390737534815,4.49938565369808,5.14053464480142,5.96614752874431,4.16589845005639,6.42353236333496,4.94802313931383,4.96640825749222,6.30641125733046,5.77525116330135,4.70648070191453,5.64748322828148,5.0293067442266,4.5104703323396,4.2699357567021,5.80256481881255,5.15157478439804,5.72677777223456,4.85020435520345,4.87229730653484,5.24052686922521,5.06107790650432,5.12981665476,5.618322716087,6.08692749254286,5.52507086898055,4.25466020006745,3.91499862830078,4.87900980166642,5.41976015969944,4.91428635653881,4.30130586481562,4.59787802427018,4.20335070638112,5.04587359107656,4.76594453819917,5.0522277513836,4.97629240740831,4.39411084103966,4.74534838972171,4.11073227546194,4.89700742869824,4.59523095605899,4.82851375779993,4.17572711304569,4.94796910535429,5.60913365692048,6.3886862898723,4.20014934021408,4.28210140823636,5.81332529786397,5.29294500216006,4.81617769751029,5.35851863106067,4.36307688165586,4.71494476144885,4.6561735812873,4.43361744317068,5.44694698828976,5.01682520714557,5.26846832080378,5.50175831533186,4.29787644928107,4.78190164216025,5.10338997673814,3.96096542221305,5.21231031020403,5.32316334580189,5.87440724428257,5.07382875500655,5.10606601451166,5.42287282039119
"Dapma7bEVm001255",10.0422278662463,8.95359098950848,8.63595413250907,10.5747123375959,9.7816726027296,9.15899733325116,7.96810568044594,7.4374637190654,8.7458133067284,7.55343038955747,7.72877330958459,9.05113795142585,8.61174983078526,8.54563711663408,9.04039739484176,8.92275090810422,8.55712897707282,9.80234048977719,8.77448558233901,8.22734302315617,7.56408494882763,8.18014620353696,9.16968923856637,8.10790159169835,8.74121463631672,8.6902820915029,8.23890505688234,9.40319836643005,8.19179087061395,7.27708519090367,7.98635164375133,9.70456201131773,7.15492751708565,6.55033317200059,7.16884152888026,9.05128863249009,7.58752826536019,7.45531350987196,7.52401443195842,6.96082438488925,8.4895680283688,7.63712766466481,8.93125699204722,8.66449933458669,7.51405522299804,7.85962967388698,7.00891250223097,8.7105878012365,7.78309919537942,9.26599458255818,6.69789453205143,8.69405158065036,7.80286877657231,8.56937747773309,7.25691546917559,6.98418478665025,8.24096004110103,9.14410040756971,8.25749775547732,9.10830153228429,7.51357163178919,7.77396459725076,7.62174863573272,8.25708151002383,9.41848980100802,7.89727618137499,8.52750246286216,8.92279687857151,7.52933882859047,8.74117520741997,8.65075595278463,9.27840978316245,8.88074619887444,8.86001528558323,7.37689701036756,8.57321771960203,9.70699386371476,9.04861616117262
"Dapma7bEVm001863",6.29048317838041,4.82856745288069,5.68982916335758,7.17979479001978,6.12493910723001,6.27002921879092,4.69395304972304,4.51890701798757,6.44418602180522,3.97571894146247,4.22190581008897,5.12530251249447,4.85596278852179,5.3097498750328,5.76966983510849,5.01061394564306,4.87347787323538,5.72015310809541,5.94763561855482,4.71068366632172,4.91470765419488,5.22658288286152,5.45040262438468,5.69381244712384,5.14715923853565,5.29555314065259,4.43686940145957,5.70500630180565,4.83023195278083,4.26153648697426,5.24198212761836,5.84953619878327,4.45679398863962,4.13054674046225,4.83400732366951,5.68724040435362,4.27187981579576,4.44775656253438,4.50513500815779,4.32305557355881,5.09778733960507,4.80686993575826,5.07877439714491,5.31313859450545,4.17447063014259,4.56994155196102,4.99754719562442,5.77711290338728,4.35211340739887,4.8252013995778,4.50671324324047,4.9729149384684,5.00443583374907,5.47544843394232,4.43048665924843,4.0566853406541,4.97402288412299,5.35759155707824,5.47220449262745,5.94206508032604,4.28782867171097,4.79706917496559,4.48953553451958,4.85887290015773,6.47519593895712,4.87448678168419,5.77579475522385,5.90886229363307,5.04574825739201,4.98711860199971,5.165669429562,5.9317947835321,5.49244280290408,5.54971607678915,4.52829921608565,5.43640097549795,6.10167596046779,6.06623920789582
"Dapma7bEVm000320",8.14333735852056,6.6383722446778,7.31180199686534,8.44807674221812,7.89761697027167,7.74092368534522,5.68307609786177,5.74613815994902,7.000401638119,5.53049870458338,5.65878952405827,6.99320651906153,6.73756365482618,6.97580738210834,7.00342521716766,6.53044674340049,6.653334059346,7.76859358035908,7.2186340816635,6.64138235501174,6.39886678883033,6.09854577476779,6.9838721586796,6.57342854498257,6.57211809912188,6.44851648820901,6.45752861519295,7.21334697548354,6.4062783624154,5.44095726567956,5.04418642214931,7.39476129311366,5.80875754734918,5.40536745338534,6.03312443560015,6.98956224800957,6.11000432478608,5.99729224678775,6.21578497946191,5.13362203594513,6.47061776752424,6.187557872698,6.88905382396341,6.98160546387104,6.15698721316447,5.77440267225102,5.9690930204143,7.11780849483607,6.2732251858256,6.85291245140448,5.31134235209609,6.68793932331912,6.52140289230897,6.86546901373136,5.27753542368591,5.97327487115619,5.98036620550352,7.24827691064025,6.34833042396779,7.20377722574786,5.66932727557297,6.47655965712759,5.8780829398171,5.62809000985801,7.74313412960698,5.91365537708737,7.22224111116877,7.28958213472145,6.00198076416069,6.60145301540007,6.64980998477079,7.60743489386772,7.03341974910724,7.0736855849435,6.46005758930512,6.74869682815615,7.49619291218326,7.51208861839736
"Dapma7bEVm006354",8.09784933694812,6.11894191642213,5.86805971151022,7.25462631165863,7.80312295432396,7.08760295733163,5.90649363570049,6.09536454429332,6.07893203882079,6.10917770111058,5.87934015013933,6.46265748286786,5.76916673132952,6.61331995507426,5.89940537829251,6.44574448222334,6.29785299870569,6.59292641783059,6.4761402928605,6.07762477607341,5.53363442059097,6.20834431613068,6.72167611090338,6.25836169620981,6.61929197112863,6.94196928966633,6.16607690713865,7.04460928741207,5.86123676839615,5.26746843459441,6.45764167904416,6.4743764579836,6.05983876162823,5.96162523416539,5.89393901146182,6.62466195446967,5.94592321791785,5.9686076263996,5.97266311768148,5.66828077690925,6.03963317360296,5.75391487564499,6.01418601306893,5.82834700984732,5.8884643542453,6.22798642909119,5.66042424540959,6.74808972464329,5.72784605147714,6.47985969886114,5.92371846511888,5.84805049703318,6.35466125250182,6.72034200918639,5.82511994746473,5.7532965364459,6.14451242327404,6.63217898902337,6.16800835690577,6.18824058188407,5.51602569557435,5.95949938773115,6.0602016424146,6.30266782722287,6.23895253060664,6.08871002846168,6.11544433579477,6.03253614487997,5.72210609181523,6.25022097556486,5.6035268204457,6.09491580275961,5.76891172454728,5.4625861556089,5.61706798180317,5.57369198134796,5.93529251761265,6.12580954875925
"Dapma7bEVm006082",5.89384046090375,5.58315233350728,7.51549301649228,6.07897027524291,6.20482754824076,6.02474367281201,5.54472615218649,5.41135486984225,5.46143976034849,4.60314332658837,5.61147174732751,5.02087369484201,4.7815266450298,5.096956458696,5.40025234691509,5.10723580999676,5.30694658053271,6.37839128234896,5.47245879329628,5.94103498693623,5.20947730023917,5.57505169204342,5.59163847532613,5.71927076318284,6.36897375332466,5.41877609090253,5.62706897983692,4.87181230798706,5.74045067952735,5.27124346084129,5.64474270251626,4.49310188221816,5.34563392471821,5.75470613984376,5.47562244597457,4.60284762771705,5.44025209768959,5.07688588668309,5.07125612405378,5.66776212367842,4.87603832659078,5.4885397833346,5.09082131052516,5.54050070049833,5.70644713875243,5.03515481550375,5.30723330288318,5.35795653622265,5.37641440752317,4.83800059173969,5.64579908884741,5.3550360630039,5.00456312554808,5.54134322827652,5.32801805919736,5.20806411641398,5.24849211689933,5.14562755501221,4.97396441436391,4.08036431786576,5.18733373327309,5.52030362356608,4.96405620490321,5.6070848832683,5.08305305965616,5.40784862175732,4.83286948824592,5.09683078516192,5.26613865012621,5.08136439171262,5.13211383116832,5.85313771507335,4.72721351938682,5.10013615997944,5.37936300864526,5.41950530017549,5.02365537248655,5.26563964542152
"Dapma7bEVm015082",10.1266996978525,8.64080578335189,9.03224732150316,9.98693303590677,9.97763279353444,9.18045470573628,7.7748035361751,7.36241576148225,8.44798064328919,6.78410865292147,7.2370215778573,8.14348233269648,8.35146372428205,8.8531510499708,8.70411218640295,8.21894847638675,8.073597570789,9.09806232386572,8.98917921321797,7.84318630438511,8.37319115165997,8.09362249572088,8.51784356615266,7.85839337260347,8.82791904597506,8.8532996059006,8.29783122303976,9.48860771127349,8.40690798429898,6.66585911935918,7.29654485976223,8.79471910618021,7.03368508028689,6.8829532087655,7.45127487271835,9.04432637288992,7.98344553950047,7.28175280477822,7.70301187542974,7.35712780664927,8.15773760878495,7.28791177298297,8.51827842661345,8.49607924648171,7.625206140842,7.75869026879189,7.11820402963229,9.23081048997691,7.54719782499986,9.05058079571621,7.49872578809828,8.15773847285451,7.7578234313633,8.83799041915245,7.1794826366168,7.52976986298329,8.34043768602194,9.08423014412223,8.26536249971489,9.07881411581758,7.24871484520654,8.17797860508343,7.34920469490141,6.8464650158637,9.25411146300237,7.59164740703379,8.46942593945427,8.27317414991105,7.03746725329019,8.01890214210364,7.1457798600228,8.20466219843291,7.3123641234536,7.62069866263084,7.07467144862755,7.65577503977359,7.78867879981694,8.63080733661208
"Dapma7bEVm001227",6.19103010647524,5.37111435694044,6.0018462025972,6.47709130372812,6.49010906582578,5.66964488711323,5.5280013343415,4.05979425492815,5.54875370683366,4.60744005762877,3.75625043595518,4.9862379053003,4.85271153689559,5.40320976727825,5.35536307997612,4.3243641616062,4.88647667627042,6.08529150632854,5.62732317148262,4.91559801914906,5.32353196332411,4.96842923558482,5.28351560545372,4.89655585327785,5.17117060713138,4.8823628345081,4.86926916277284,5.59153913460901,4.65951242481682,3.96943910026404,4.51266936262777,5.23759409254875,4.42679856506022,4.42147050508511,4.30923320750901,5.17747143749415,5.32743531519026,4.35981385685489,4.89971881673075,5.31676273079112,4.38673205734299,5.00792617942895,5.11107253613216,5.78461912918411,5.12338928161461,4.29753461328632,4.49993914263613,6.04281800542877,4.65710670574311,4.5117375428602,4.47387921143749,5.35806878696829,5.0497187903102,5.91538469708691,4.35399768736262,4.39314295113327,4.85202488522829,5.03272780874727,4.27153281648114,5.39339304592162,4.31072940647833,5.20285892577533,4.33172378178654,5.2274038210618,5.90860996231071,4.72182678385088,5.53865608615847,5.18422954977913,4.66174393868932,4.65115426299945,4.93230212427299,5.65498641953137,5.05287619153648,5.07885727557221,4.83304776799533,5.21813786351614,4.99314179082351,5.45847466520478
"Dapma7bEVm004276",4.90038151885855,5.65236752684601,4.19142340434072,5.17869772541658,5.21211829544211,4.20212630666007,4.31800421155507,4.41352954295579,3.72795333690187,3.27860755514365,4.57361043248837,4.38167847464328,4.67710967305937,4.47668049498624,3.73343005523973,3.33339404949171,3.69475510066806,4.61429082736044,3.84131773669522,4.87694476321215,3.98949621035083,3.66607283797266,4.49063547459033,3.98258932700947,3.50270375919236,3.91412948148909,3.7417875732378,4.33471814058046,4.49654057123061,3.75511238565112,3.48948358781218,4.40571613527288,3.17749823942308,3.96602108477041,3.8879037979555,4.30346761570983,4.83067509333965,4.33269626743141,4.24533158313746,4.95062656796784,4.53575536401898,4.61079179981594,3.84477153833576,4.59321686789915,4.8500917515655,3.62543098670402,4.81530804987157,3.9542781119349,4.17350341919176,4.35590695442769,3.70201430272228,4.62179754479706,3.89024287738592,4.07069319075506,4.65624263429941,3.749363196595,4.07532742645397,3.99689697712182,4.34887291724016,4.02525750673777,4.47516008097944,4.53931503974418,3.39404051329536,3.41609015727269,5.39384798212411,4.63665531371237,4.45715052924074,4.23695061627152,3.74688495292724,3.83714909270043,3.36075794684963,4.3452263106004,4.99399666519688,4.01168389394479,4.55613163026369,4.65879096184018,5.29894409090231,5.06636611312554
"Dapma7bEVm005157",5.78305280585308,4.42030553063975,5.43210189331566,6.70344092267148,6.04651129381186,5.53654286715279,4.79832795006899,4.19230969966876,4.51704982086636,3.81007565045692,3.9494677797872,5.61081269774931,5.0185773106547,5.10956281795651,4.85775591885515,5.28979292442116,4.78651559947416,5.4132596602302,5.45920789638943,4.43862574364572,4.09266844213704,4.83993010770111,5.52255622083581,4.74733273051423,5.28259602784032,4.93631117708692,4.33825334024098,5.5712720194117,4.29519132895261,4.22164261834483,4.35967501447007,5.9097146926223,3.89745624609275,4.24924808389958,3.67847642651771,5.58514584345324,4.30161215935593,3.98680466177722,4.96886663879688,4.26416929967801,4.92864978018319,4.70042885895937,4.93548860425594,5.25334275111778,4.44989523390882,4.23201774173012,4.28828708222894,5.40848883362286,4.78202339636824,4.88103251532574,3.72331955420477,5.08078507942046,3.47590358851809,5.20548851526124,4.44910706387958,4.40727082112558,4.76440942062414,5.14889252221324,5.28732071808898,5.17200722880282,3.58146169558962,4.71184751418113,4.2933310512034,3.65110130117398,5.64869540887519,4.2689550893928,4.91769581800926,5.05905109662056,4.20902348981182,4.69765420078447,4.44846776374504,4.15317541185279,4.70508977120582,5.137115325553,3.95154268194819,4.83646919220681,5.15172509811774,5.23215040837973
"Dapma7bEVm002227",8.78624541384965,7.92731552392981,8.32655625546085,9.70753977015019,8.9409541216116,8.44397354202186,6.49676037626591,6.59762117837548,8.00533711514436,5.95935194770806,6.51976262731081,7.80529785356036,7.30504384823757,7.68792610731262,8.0087876171941,7.45174051674374,7.17171404252812,8.36837901654205,7.75262090758364,7.22637308120026,7.27999544609346,6.98060080455627,7.78425278419051,7.36361662207389,7.362228108814,7.17243004922335,6.6488347825647,8.19049503802986,6.81934367384357,6.42971287802863,7.18684030247357,8.07418369642586,6.51432820226142,5.81969772652272,6.66085464633202,7.73602461318541,6.76767448781183,6.61804046326329,6.9175337130322,6.59176546666503,7.05360980313174,6.81943576644202,7.68562607365429,7.80987695059149,6.53303886630179,6.43105742291941,6.71103873522533,8.31225859999698,6.62406574738023,7.74761331988942,5.82111577346009,7.20029149670174,6.85351765305819,7.50593907815517,6.52326832130483,6.44855704140512,6.87720956029405,7.87298519561964,7.31802375685308,8.05934163300716,6.43676271781185,6.86910154709176,6.34390141660419,7.35918295764971,8.58898278133098,6.74053827029943,8.36291735256278,8.1490096095538,7.04931871211052,7.41769315642648,7.83932968241069,8.57132042297126,7.87331082210179,8.04782114875594,6.97170332947027,7.89061422815662,8.25166562290351,8.37396496124219
"Dapma7bEVm002938",7.55461205166616,6.18090754907209,7.32087531633141,8.20617927344436,7.60754640164611,6.28132210421977,5.87644068996233,5.16156436716813,6.89360061192679,5.2713895674187,4.61263896487811,6.66143059611051,6.13475133046338,6.17923535928381,6.95385149129124,5.73152634369276,5.55627582513055,7.03255048165896,6.73383108606482,5.744281485997,6.03102504385187,5.53788547508911,6.65173420617773,5.98188898174687,6.24482684318485,6.03963625208163,5.92835460124052,6.92843024526485,5.94011076439626,5.34220748931757,5.07048106858866,6.74261629649845,5.00263782914306,4.53450119346968,5.47574792402286,6.28741965579905,5.09231393781121,5.13043495920837,5.75080177704288,5.01560474023918,5.65080466077981,5.45099445365681,6.23396570841515,6.4498238311466,4.90279272754454,5.55013412393358,5.34728546667467,6.44818798002063,5.65323797319351,5.94763999289058,4.59039908009341,6.1457036991441,5.45209327565476,6.01871343202452,5.3083216319213,5.18786720836259,5.31799091608862,6.62929797545658,6.11158703313731,6.56237475867524,5.24225829747412,5.6919179401277,5.06496426974684,4.68716109883725,6.82631890326801,5.13377870244077,6.63172756854027,6.38885176953118,5.1329677665182,6.05946430356199,6.12481710225214,7.13314180238983,6.39223112832014,6.58560484013873,4.7670107440843,6.21031263894144,7.02379721595824,6.84466981903921
"Dapma7bEVm006032",4.8452833560778,3.97714944826598,4.6339579825357,5.0323525770451,4.9169687084247,4.72480126795888,3.53980288377921,3.30962513682838,3.80512698993585,3.80227777558579,3.38178510809528,3.97453078623067,4.08905579857108,4.34901274990795,4.27905227225755,3.99118685429744,3.52664329289308,4.04331050678518,4.03999276192286,4.43058035305014,3.9174232585946,3.74093546146991,4.4341921771434,3.77821647104689,3.92360999039771,3.63891420611704,3.84820486419674,4.5275734129302,3.57277130546399,3.19599775374977,3.86521241687632,4.46464239919043,3.48303994210291,3.52311029842252,3.39434256595218,4.1375654017128,3.49841877544061,3.6657182541818,3.58589306297712,4.17205213661391,3.80519736544513,3.7944608070604,4.29194189129001,4.16769609531415,3.27861353548795,3.86658920246992,3.46887118557585,3.99388663184471,3.75355297454808,3.86309023706608,3.22634069980031,3.49515295158396,3.67863858207017,3.93554177397202,3.31424896825226,3.68979703140431,3.8366160962428,4.48013936728938,3.86763736231617,4.25988224498306,3.62486450108466,3.87214063200547,3.72280678310042,3.24058359840898,4.58401006587317,3.34088388566668,4.52857618049225,4.13108328954484,3.48090814857438,4.05370960049554,3.89267425892837,4.10942538840543,4.08195044167033,3.92758786366452,3.29363081134626,3.85832970100135,4.15651721114403,4.34932098569946
"Dapma7bEVm001825",5.96724561233569,4.92830461661749,5.37595661333101,6.08518156912732,6.08189968678864,5.53038715572305,5.06360407580071,3.42279747610925,4.40132104220325,3.69661504958978,4.27732178716981,4.63524514740452,4.14456189040251,4.71152925815341,5.3742949441534,4.37326959139737,4.51228402470559,5.06708163425585,5.07345106855573,4.67365693638804,4.26358721192666,4.40662889072818,5.06491678280326,4.1417064517816,4.70534436886749,4.77438886028619,4.77334068767854,5.16825638121947,4.74477707669573,3.65606468232109,4.37088411145462,4.17313089531128,3.94085539342529,3.68305631308691,3.57883955824576,4.92749308627652,4.3388111325581,3.76081712434881,4.35287106803082,4.01636925441982,4.15049292687856,3.99425215357924,4.65125437200026,4.6029443858057,4.29107603066167,4.11988027095811,3.67844068296441,5.01634872225432,4.26710012223934,4.78240542501541,4.35027915944669,3.97192736401889,3.82220602221594,4.60726329468354,4.1653077641942,4.41608866095604,4.51781382688495,5.07637919420633,4.30163397824351,5.03352025676719,3.48798629218756,4.27259542962701,3.95347898419617,4.17044424758014,5.52680151403422,3.84634004190377,4.968065953994,5.10064617486649,4.36005655300079,4.65562902799265,4.56298680086844,4.91492410051537,4.25265526579036,4.48347796801858,3.84371002850892,4.52962242745998,4.52883034226332,4.82677056529604
"Dapma7bEVm010457",7.60689705742083,5.73280810427734,6.9736700672494,6.84964780752952,7.55852756457763,6.74436618025133,5.62182781799505,3.8788514837544,5.58175583826653,4.86948829084388,5.18570806091844,6.19712311888733,5.48764465599107,6.00904533657399,6.11273356559319,5.98275893772029,5.12526835218607,6.69370748191546,6.24533748553286,5.25007475550507,5.06123770839061,5.89017052665913,5.85885681110343,5.81150529021655,6.87173294563341,6.13226693203957,5.96880881446036,6.79396200161339,5.77797484272658,4.25619776472094,5.58899194015119,6.32142066947446,4.47172877788364,5.1288942241665,4.27055550060548,6.57815693531897,5.28955855216376,4.14475772411308,5.68048960166352,3.52435453872571,5.48454165866655,5.26950759112068,5.38589508393982,5.81108305669802,4.85806591182475,5.33980763820069,5.12025530574422,6.82441254166859,4.83297321577189,4.74817051791729,5.27573658234133,4.9654353678166,5.53113617117892,6.35204314749974,4.56345931078205,4.66046250745853,5.84593684337253,6.14180315424914,5.89676744130134,6.22484629150914,4.82700982949362,5.3902039898037,5.56236969838579,4.89465568425361,5.94364530579697,4.81765922368487,5.62527704448503,5.59787794361402,4.10337639730039,5.31729842776912,4.18188574255688,5.72816884267241,5.72604112721322,4.78490277522938,4.93474401103029,5.36966288538468,5.97841464862688,5.82028990023086
"Dapma7bEVm010648",6.48421343358191,6.04584076547108,5.89892887024024,6.91728186497468,6.5030396872491,5.99872965744383,4.95807633100268,4.07354484007588,5.9267301179177,4.63692647814607,4.21901495269531,5.54042462081812,5.01042359193846,5.41498174859467,5.92362612883893,5.14281197367431,5.22597469783562,6.2486814855092,5.57962504624236,4.64726382257785,4.52254246763197,5.36771544719201,5.46750418230076,4.93579950218453,5.68825272203751,4.45463272875877,5.16365253255152,5.79406761940282,4.82234422711404,4.80868254141461,4.19959338567869,6.19477414566633,4.69967096901026,4.24466595450315,4.53858894349626,5.26274303173101,4.23595023685002,4.84007240095695,4.40614734316537,4.36665309138355,5.2723812652205,4.32387198365938,5.069618727226,5.0352344778155,4.64577524149888,4.38593839566338,4.48194011131721,5.56302109754434,4.57057718808206,5.06094893468174,4.4303427381261,4.9034326065673,4.6745760953675,5.02923368094691,3.94575194502114,4.86745052744854,4.92533252938246,5.31139487057344,5.1999511240583,5.86835716514855,4.18249081433606,4.98335670341937,4.52408016165605,4.66781767252595,6.12445700591615,4.36415371265525,5.65012353220174,5.81690849835989,5.03684105945502,5.285602941651,5.3291776457212,5.15069577896609,5.52781792933283,5.64171568027826,4.33296079054154,5.35415790146114,5.72946426202189,5.80236562119937
"Dapma7bEVm010173",7.15542557786872,5.09305444400165,6.47663376305834,6.45387134296044,7.18384973521458,6.82388888324437,4.95898114714112,4.57111507336442,4.50685579655619,4.98431183527855,4.49583028597091,5.79608920847546,5.01502102220354,5.94238136466443,5.02244715849833,5.21596042078901,4.87128058539859,6.08648539601379,5.91551118649326,5.27147250177831,4.77756154812883,5.25791973387277,5.845145466864,5.4135121294996,6.11571412571487,5.25348108675577,5.23736384964472,6.36914957552368,4.7536126347239,4.07342926976019,4.23563680450258,5.31749936795792,4.93650254681094,4.20572846682419,4.2924398720065,5.70659802589469,5.1671571256667,4.1797644927656,5.11428721161689,3.98247196331686,5.67587941981952,4.28128637409553,5.34849904357515,5.66388634413171,3.81415784384557,5.1121407996746,4.74549705388746,6.23791560869364,4.88466227934449,5.12023917569761,3.893728897062,5.43937849444177,4.29521239573951,5.65819073941535,4.58779818436388,4.84969926822177,5.62342363264784,6.16657105785133,5.59170775210592,5.92751487835829,4.67585246064689,5.5887378843645,5.34067969167651,5.14004388345902,6.00511742197217,5.29938714290801,5.73956364547504,5.75339050989644,4.06457983145198,4.8858491455975,4.71919054075331,4.43385930877843,4.50134223272229,4.86958603641963,4.71383518146381,5.34089490535174,5.16241526833438,5.68856864303312
"Dapma7bEVm015167",11.0820021918148,9.64057746113155,9.94184312296276,11.2466759707408,11.3292351735211,10.4806203736776,7.59264353371852,8.65236100315632,9.43612113930618,7.85506963866815,8.19923184728397,9.71072944250915,9.41969013504305,9.74229859201929,9.59567044145232,9.24931973515704,9.27638528454662,9.91181693528487,9.35564468125641,9.08719145836726,8.67192455687366,8.98546561181373,9.58588001845757,8.82849828888058,9.29880584903892,9.2953358094578,8.85752532089852,10.5037265615868,8.49599315560781,7.54864685626736,7.19211669986981,10.2646578703169,8.28417616957789,7.05869274992585,8.47158539256254,9.35818770134927,8.26082280508363,7.91351054194295,8.33581862807507,8.22741713013339,8.95018955685066,8.28560498950148,10.0516174980994,9.38973852647094,7.8656315121087,8.30691029752471,8.16212845727782,10.3435336146043,8.38340885570875,10.1207353454657,7.78369976005548,8.80961219381396,8.11643263695829,9.20894384264129,8.11024091680242,7.6001914748113,8.76120826054896,9.7647150446,8.88364177463398,10.0337862426793,7.86825298780505,8.76470452591218,7.78261579571101,8.56079134720305,10.2332706241816,8.28009819271853,9.4947625057786,9.48142262314048,7.96682679929492,8.66253624417302,8.74523925543772,9.88707246161512,8.4601097665409,9.25920863746727,8.27466830322294,9.07171548393688,8.74904594993189,9.76428501244384
"Dapma7bEVm004192",9.49233168956197,7.50220319849745,7.31066291441562,8.79638492828709,8.47126190164498,8.60651954707115,7.16453679504218,6.80480528455716,6.8477177248382,6.29554958448311,7.24172359721384,6.62364521963696,7.60366411944242,7.48807059877598,7.06558696210631,7.36242800386931,7.22909020994789,8.32048102522304,7.29517086026254,7.34937508375927,6.81121747583692,6.54271207606067,7.70898694538976,6.10939060417992,7.30202109088346,7.96574109776279,7.31925741568821,8.27799187203748,7.11288732500083,6.05912117037872,5.8750169745037,7.34868632700983,6.7544567568682,6.47915868624031,6.05978696287606,8.16777108087589,6.58843734208393,6.30449310507405,6.86168166929266,6.25265881914069,8.16951207195916,5.86201265557165,7.02195636113492,7.21316176728713,6.98691820110911,6.33685873972391,5.87835950940183,7.35207881581272,6.06418922431141,8.42759539211182,6.77686771377688,7.58486073045641,7.46713484124232,7.61173468014806,6.06832273728779,6.79188672720329,7.75928340529204,7.22978372635687,6.77171883394459,6.90519141144708,5.95170719601324,6.51588630880607,6.42307382511021,5.09691126445755,7.74820582418666,5.46952104852591,6.71916948502744,6.65052186205417,5.7207435609912,8.0331091248953,5.76185962645251,5.04601533016789,6.72764665242921,6.60749457657466,5.98717816794121,6.41237932213576,6.68124463296669,6.75649097692158
"Dapma7bEVm027899",7.1823719141652,7.00391103383245,7.28033585039045,8.70708357373222,7.69901727645227,7.42876993111742,5.1429618848933,4.03593950155042,6.82044892979425,4.69430041216008,3.92981800950806,7.40792235939829,6.0175200578893,6.10344194206769,7.24651482150303,5.88678613966689,6.16823327906847,6.85671673753169,6.59696336038563,5.7463923485715,5.85095550340864,5.46547627435906,6.8437359304164,5.74424776060132,6.1670207878092,5.7026092256543,5.36925572991688,7.17161375280188,5.23454254146462,5.20439194866881,6.26011414384419,6.7858143350912,5.23593708505755,4.54400054624448,5.18875172379628,5.92354127436368,5.36307128338382,5.96881604343943,4.9259902944312,5.06612564496488,5.36378153607249,5.35924354319837,6.03269002067924,6.44921578297672,4.90388208165987,3.7762439023002,4.83115476226854,6.76422595334706,5.4985498923217,5.91253520235757,5.09495382330113,5.57860804364422,4.99721335150565,6.15376064690934,5.32890502189397,4.43186299758269,5.42357933059581,6.85557101354271,6.17193620314342,6.54503486987767,5.05296430609313,5.21476522885505,4.97898837568165,4.97003547212654,7.71074790677449,5.33726285049695,6.7325033356105,6.8925200333964,5.83298445975015,6.12855596502312,6.67192366434926,7.47635017542537,7.07152162465273,6.99437858964709,5.50391234325135,6.40506091101915,7.38619129466574,7.18435485905571
