,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
463_1865862,463.1865862,1044.313722,957.7253288,5170.498118,1775.176254,5134.484585,1637.205878,0,1373.111091,1145.124817,791.4359149,547.6803878,943.2578933,8267.830453,1158.371915,643.5348978,0,0,828.386936,806.2388954,741.6892682,1495.727916,854.1833012,724.5932329,583.0155506,5733.098234,1132.189104,877.2040629,1754.924059,0,867.5727776,838.8005677,912.7436545,841.5074255,1379.251419,994.4091825,0,1183.463555,1434.684507,0,1048.922642,1176.29369,688.6506244,1495.016225,522.8020576,1382.338084,0,991.9653557,1026.743826,1439.392914,939.6176126,871.0298996,1027.389933,1103.683338,709.5835702,1249.227989,2200.367969,1202.82114,867.6821766,0,0,1076.550832,1255.458613,0,482.6020113,0,708.738933,1097.803523,895.6851588,1073.916578,870.6735003,966.6331465,709.2317776,926.7752436,799.2856385,1499.853927,741.8839694,1006.088773,0,2229.741973,1185.181478,855.5217254,1027.158971,799.0996643,0,1158.545792,779.4589674,737.5674017,1128.79918,804.6577951,1124.869185,0,952.7615989,1430.676299,0,0,0,944.3277971,925.0099572,1033.096928,644.9222545,977.1287716,929.0892128,877.6977445,1745.820044,2186.979318,1364.901937,895.9841903,0,878.482674,1130.854803,990.085123,806.7556696,804.8293966,3693.07162,942.0808015,0,1087.919435,1080.023429,0,4217.533508,737.3061427,1374.393018,0,803.379115,1211.309102,0,737.2570158,873.3126851,716.7257142,1208.564449,1702.520205,1461.527194,1657.755702,0,939.0153446,1625.862198,0,0,1071.929878,19547.87814,0,1084.150872,1206.691956,1144.42363,0
464_0080323,464.0080323,6157.866771,2268.281862,1710.196682,6401.635368,3206.618851,5801.363357,4248.303323,2807.755653,4198.415297,4787.700345,3398.400806,6133.316257,2050.138702,3597.805697,6636.744013,7153.081543,3382.761019,4155.311429,3485.284362,5430.153327,2471.289547,4556.567742,3349.39416,4639.026557,4033.64022,3671.224718,3779.088126,3156.416902,3820.97699,4963.145532,7069.761452,2734.496624,1825.891148,5249.088937,3987.698993,4125.278097,5093.783742,3903.530849,3588.394519,2989.280051,3808.62443,4168.40313,3333.996023,3367.48958,3874.119216,5074.527958,3623.71949,1193.769178,4793.845902,4116.263009,3178.51706,2619.270404,5071.695168,2999.101143,2517.691903,3034.951755,2429.310362,3318.4657,3179.337483,4217.415335,4666.91278,2489.280137,9305.662633,4151.993623,4149.80507,5917.421719,2134.862863,6044.2703,3549.655042,4354.258948,2912.209653,6974.648663,5800.941224,6032.443082,5743.453036,5360.7453,3747.63865,5399.22699,3241.865464,5171.515695,3479.065826,3718.831774,5677.80608,7505.803871,4589.71762,5243.301723,3611.503758,5056.180455,4255.687548,2282.981555,4552.533061,3930.04339,4342.428287,3604.523002,6774.243328,2941.655303,4865.433751,3565.423343,3372.646589,3524.55106,3996.536509,5489.941708,4998.338537,5040.5229,967.0565052,2264.807712,4947.654289,5788.692388,4737.503146,4407.259026,3648.881831,3514.712621,2952.26413,2499.629377,3784.370604,4136.213362,3250.941352,3348.142703,2582.637284,2943.89559,3747.845424,5819.293775,5968.839792,3900.051424,4268.283999,6881.544614,2884.651175,4296.154625,4636.730784,3814.615694,4038.371504,4154.828066,2047.846577,4293.893977,4417.001349,2768.460094,5779.522196,4517.006709,4900.012503,1408.208786,4044.332248,2663.830609,2652.298777,3893.997186,4232.13176
464_0443013,464.0443013,1907.248718,1772.59875,0,1911.526953,0,1639.000951,2275.663774,3003.68275,2624.336813,2250.407248,2559.640828,1240.640195,0,0,2366.749459,1654.174455,0,1741.935485,1842.889168,1624.392831,3915.283815,2283.842214,2042.630433,2260.663025,1707.663599,1479.124089,1943.980825,1331.850231,1693.212079,1303.705706,1791.306115,2660.003632,1328.831038,2565.462271,1812.294597,2379.024611,0,1325.683328,3207.357462,1722.938008,2191.650535,1692.955752,2008.504703,2147.590703,1688.539663,1627.501151,2487.648439,2021.491108,1671.258417,2600.04607,2746.094203,2135.586688,1645.84498,2394.696201,2408.037071,2083.403109,3153.975457,3275.804466,2644.186981,1672.674414,2463.265196,0,0,0,1005.467858,0,2901.89455,2485.075782,1847.177828,1519.1784,2861.019618,1521.138426,2216.123806,2414.176225,1280.972121,1561.727851,2323.964119,2861.843793,2023.996895,1825.703007,1091.987383,814.2043993,3897.492488,1770.869708,0,970.9537518,0,1799.336332,2145.291233,3006.693464,1964.032529,0,2140.698126,0,1261.934137,0,1259.81559,0,2399.026719,2064.518101,2174.706005,1859.888842,1790.644975,1236.437491,2616.690461,2763.496365,1573.853525,1779.355405,2021.33059,1946.401637,3088.068638,3004.89946,2366.217822,2838.607932,0,2068.75109,2891.51288,1173.196485,991.5382266,0,2729.92732,0,2867.403606,2301.200158,1687.637847,2508.742897,2163.413957,2186.423063,2131.785272,1264.292304,942.9285093,1782.722201,2550.515249,2485.106605,2487.58539,3758.839481,2816.801467,1824.2693,1605.229983,0,2045.728744,2265.844301,2081.868285,1377.555371,2236.985966
464_0526362,464.0526362,2211.380806,1170.757965,1467.109715,1503.9209,0,2232.213222,1357.3955,2170.824439,1176.715477,2103.003123,2302.451613,3415.109688,745.4144739,2474.054893,1298.308156,1391.271848,1295.812686,1813.715887,0,1850.40273,2214.36986,1313.752916,1361.029671,1422.644764,1030.767405,924.1863563,1737.865162,0,2085.36456,2081.306371,2046.511914,1469.467794,1152.938362,0,1783.186495,1098.176303,1847.49015,1439.44316,1947.322793,1492.699435,2220.631147,1168.234445,0,2025.889285,768.6250044,1473.250151,1238.729255,1040.625687,1859.510114,1716.354339,1132.968313,795.6898235,1586.313955,1514.038725,0,1548.30123,709.36207,0,1291.020953,1276.399916,1029.075415,0,0,1270.312246,2071.530765,0,1466.046689,2120.139735,1074.345829,1610.086253,1397.178734,1774.518992,2587.722874,2706.639066,2651.253518,1707.465767,871.3111474,1341.057422,1067.133626,1300.567248,2582.247965,2722.426554,1432.567763,0,1533.635831,969.9930118,0,2452.44236,1535.040174,1468.067784,2193.341174,1309.732347,1544.10448,0,2006.260568,1595.651564,1186.837152,1264.024896,1393.485605,1344.917182,1113.399987,1273.399384,0,2081.708986,866.6908488,1843.087582,2440.308554,2252.198715,1370.988472,1268.811391,916.0142925,0,1333.912787,737.1851183,878.1550427,0,1376.511996,1653.226796,1256.443199,1298.871757,0,1104.347033,1834.645882,1257.782418,0,0,1223.007539,1965.130422,1385.80136,1024.028464,1187.871173,847.309213,1871.132307,1540.31788,0,2492.353077,1050.434439,0,1052.288647,0,0,1444.659563,802.3030957,1926.902442,1313.816391
464_0561194,464.0561194,1924.695486,642.5534981,0,2441.245435,1165.890425,898.8575407,0,1161.315179,1006.766086,1075.494412,937.1804296,2034.592421,951.1012942,1985.478356,2010.016401,2596.154282,2484.340378,1700.758864,1833.773089,1144.488555,910.237818,0,1013.569095,1655.879284,1220.585642,1569.505818,1060.223393,1433.224734,0,1394.259517,1431.717375,1166.900708,766.5863626,1441.084691,963.7397061,1096.158413,3494.29357,1632.080911,880.6940008,2223.141633,980.5668256,1726.605134,2339.914832,1667.627036,1647.829309,2057.895893,1649.496592,1241.635448,1708.581922,1329.802015,1884.249677,1345.674485,1323.922888,0,1551.316623,670.7535545,878.842578,1303.329406,0,1253.950977,1837.909044,1535.567154,0,2463.422891,1005.364826,2314.035766,871.363586,935.4960953,1513.231954,1382.682721,941.9595017,2509.507431,2175.75755,1484.273249,1986.489121,1940.096059,1223.043418,1162.455774,1140.389907,1687.548474,1402.472571,0,2032.612841,0,2762.54867,2252.851523,2178.556496,850.4609472,0,980.9886981,1553.530241,753.8531091,2276.340954,2696.976154,2994.009023,0,2746.583218,1543.074602,1055.910873,981.776851,1379.51018,1058.851239,0,782.9870744,1830.607909,1404.03305,1187.055183,0,1169.249603,2129.442312,1332.176981,2242.618104,1185.831793,772.5371575,1546.550548,1500.571444,820.7664792,1790.703369,986.1780622,1735.877532,1807.826984,1972.462274,1324.161908,991.4161402,1146.304946,1047.526817,0,0,2154.704569,2337.724065,2008.6773,1424.922646,1626.540173,1035.907609,1887.648182,995.4874198,1445.156314,0,1636.44688,0,2089.918651,1790.865887,1146.240162,732.668798,1219.738903
464_1129928,464.1129928,3572.277394,1264.121797,875.4762508,2169.690276,1407.345893,2121.298426,1568.446197,1233.665029,1586.435949,1470.958784,2241.934531,3083.131541,1432.77643,3793.781875,2271.987821,3037.214222,1732.31564,1916.14238,1809.181584,2788.400036,898.7538177,1600.034738,1887.914404,2300.336424,1289.011065,2600.14582,1795.866236,1680.908109,2525.862735,2761.77521,3188.440811,1666.569133,0,1440.149149,1846.161903,1656.488992,3153.770903,2454.463658,1434.81072,3004.863675,1555.256376,2067.605243,1683.62009,2254.070582,2467.665801,2565.916823,1515.952088,0,2738.687336,2434.239381,1275.682116,1893.862857,2358.470381,1383.001693,1135.264646,1658.635594,1041.623523,1619.101046,1692.919605,2539.288589,2503.292898,0,2840.914769,3857.32425,1985.726671,2620.308063,1595.911186,1975.792003,1671.509788,2596.669593,1689.159265,3422.140368,2580.990715,2535.239593,3340.872737,3283.186591,1821.061233,1435.843994,2042.170955,2163.074544,2542.921421,2300.238561,2051.647233,2706.896348,2750.640088,1790.41387,1874.301002,2585.431151,1396.505344,1167.753398,1937.245987,1134.414167,1721.001794,1354.967472,3980.526929,0,3145.07373,1221.17121,2121.805121,2227.090483,2737.073444,2278.597232,2023.072973,2854.563975,769.3626445,1139.709244,2594.026794,2292.513723,1563.204044,2243.922582,1263.560866,2131.56565,1722.161918,926.7566804,1862.640004,1759.448623,1535.173494,2987.861048,1376.811118,2712.686615,1804.978025,0,1817.539584,1552.679505,1880.455962,1614.369329,1632.732362,2129.535243,2336.421989,2228.876409,1923.607234,1378.207034,1808.647483,0,1546.760919,1060.982124,1748.339731,1397.33173,2147.280481,1747.230996,2539.595957,1998.319569,1606.8934,1798.653819,1665.113455
464_2484258,464.2484258,790.6070317,1197.601289,0,1747.905395,0,1148.971064,0,1273.865377,667.4368476,560.6970836,920.620948,1338.754462,0,2103.128332,1020.744418,994.0747556,1387.148104,953.5477284,1245.392946,799.1364167,0,703.3990751,1279.64434,861.0024259,0,2364.016067,0,3917.807507,1330.978106,997.0268716,1712.416038,1065.18331,615.1851035,1526.555157,1055.491262,1710.19381,1246.46332,1405.729946,0,1280.04968,708.4754296,748.0471799,2069.496825,979.2043747,2540.676222,1699.448858,579.2059605,0,0,1043.793496,1245.906592,977.2450389,723.6009082,1451.098085,1067.89842,645.6559088,816.2715668,959.5632947,2098.986799,1724.613938,1183.975645,0,2826.845467,1845.672398,826.7065921,3527.595397,790.8236789,880.874869,805.3597768,1073.515014,1285.978357,959.4485447,894.0869974,1507.967827,993.9796283,1174.179278,708.1149323,2026.993663,1139.936162,1327.492734,879.8056549,1558.856874,1319.518533,2172.782264,1479.042067,2886.515706,1272.862176,1238.53943,521.625218,1224.819703,978.6749796,605.8300294,748.1742766,991.6042456,1393.117736,2041.893223,2014.01853,1208.15035,1188.985261,984.3927919,1036.242321,829.8703926,1074.127256,851.2491499,604.5008347,842.1135631,871.6471123,1869.392929,808.6825051,1024.165747,0,831.7843175,593.1680877,1075.994174,1038.91297,3502.840726,847.3700276,3740.495729,999.8703822,1352.449308,619.5752544,1238.730362,774.7519462,1041.513832,1692.765736,1139.837228,1448.200553,950.825565,1424.277321,2122.774396,676.4587211,658.0022427,0,1094.100026,870.0278496,970.9993494,926.7307244,1611.733743,1966.678611,0,3039.284812,1623.720232,913.1251886,763.1740497,1014.73465
464_8512074,464.8512074,1332.024052,1052.263464,890.6916682,875.6386375,0,1562.829455,982.4490904,905.7178532,1410.684423,933.7685386,750.8938436,905.1852189,1070.304921,1160.136831,725.1639371,1066.566334,4081.913853,866.3281923,748.9356288,1355.349621,1325.150805,553.3926733,1284.676088,1612.93712,2201.865613,1431.098652,1009.768926,1202.908339,1099.148651,1118.907119,976.5673849,954.8577739,2107.483176,1401.554431,1034.533605,1331.823037,782.665187,1146.623527,1395.8449,936.5218242,2374.816954,963.9191762,809.2268691,1063.115193,1151.251352,729.7691803,903.268118,1368.043947,1429.953431,1318.088633,763.6280733,1238.082246,1197.021968,1448.284417,916.08722,1371.320994,804.6553946,990.9383739,1008.659719,716.8028882,1729.146248,6601.189541,0,1211.188904,3127.585493,957.2051586,812.2044124,1147.589465,829.3463595,1349.72699,1188.688228,871.4771344,961.4925613,1324.550487,935.6037978,1451.382801,1230.880731,0,1026.560918,1447.51798,1944.422721,2767.629787,721.7368428,855.8432145,1090.646836,820.5663575,3707.76316,1181.641816,516.2940945,2175.989984,827.0395417,2336.027565,793.8786576,2926.538163,1010.401727,4436.159962,846.3527959,3712.932785,669.3164932,956.9220044,991.7337572,1179.814345,901.217506,2006.487752,1635.975856,537.7416448,718.196185,861.1361789,749.7294904,1125.214487,1162.532199,916.7537137,1597.530742,1254.052975,2969.192551,806.0001082,1387.064963,1605.592625,3577.147538,1908.119011,1125.696713,2025.921875,940.073976,761.7762173,1602.070221,1199.953699,1031.679334,1574.833196,1200.809888,662.527789,2962.944624,2421.65298,1036.156554,1130.105785,976.4061955,946.7535106,1115.089224,974.385729,1441.781272,1582.252655,1048.010102,903.2132615,799.6880374,3537.510297,855.2828765
464_8838428,464.8838428,1213.26549,1601.87892,0,914.1402552,1203.961225,7836.370395,2181.276671,1007.97462,1144.509609,2111.239616,2537.665683,2409.853041,0,2044.208409,723.1542656,1309.607172,29733.92078,691.4780686,2202.761618,2246.975729,847.8030077,2717.410523,2263.11452,1766.211672,1750.961307,2037.313177,2131.785968,2022.376019,2406.726859,2485.615649,2365.230935,2519.503729,11588.89641,1799.156427,1928.161593,2078.47198,2028.579427,3276.856476,1143.013951,2098.828312,11156.05717,2324.881475,1492.961297,2539.96248,1926.957353,3380.009371,1524.558514,2780.228831,1223.64028,2057.000161,1511.012788,2286.118525,2566.971698,2917.179354,1544.418925,2596.8991,1432.534936,1082.339182,2193.942704,2555.743497,884.4610632,32287.75957,1381.262034,3603.12597,19722.94727,1666.218987,1748.751643,2402.497215,3024.053792,2455.468014,1969.815629,1928.815022,903.9319053,1236.116815,1143.233889,2144.832962,1768.679797,1968.797003,2293.237369,2502.986021,3105.278707,17156.52325,730.7539878,1644.607431,1441.212919,955.4704181,43017.21546,2200.309841,3097.820253,1123.77179,2301.328042,13797.4482,1701.091507,28839.59244,2024.48375,24348.83158,1546.512217,44578.8052,2014.934797,2339.871292,2001.670028,3023.48906,2394.123582,3128.861673,0,1125.796356,3552.492084,1878.004091,2645.874735,2289.410976,1278.556128,1379.071211,1423.103091,1940.549614,34201.16708,2410.649785,830.4725701,2893.263947,29422.44374,2738.377963,1898.712371,1645.732465,1500.609881,3547.86512,2939.497826,1517.526672,2288.45558,1977.289797,2229.105242,2956.488049,22136.22701,5572.233046,739.9210525,1249.944579,1266.873741,1137.611227,1341.93527,2395.611739,1939.878948,2012.037236,2485.987083,1400.765496,2215.060434,14550.87567,2820.556681
464_8876373,464.8876373,1345.399434,1325.736477,2985.460294,1206.161403,2539.480208,1295.342015,1348.823095,1338.959553,1205.661841,1507.24015,1858.509837,1409.757307,2204.139779,1183.301839,1447.823591,1613.138245,1592.518184,1787.204745,1727.565893,1731.708139,1631.826068,1361.068271,1500.923319,1635.392591,1903.504159,2320.594641,1537.157555,2168.013607,1553.452424,1482.734179,1288.139112,1538.761862,1490.75726,1320.926998,1253.401413,1851.417173,2022.178436,4341.413926,1596.221856,1956.950972,1829.526771,1758.10571,1882.027371,1824.885493,1433.160214,1795.740202,1795.889564,2624.322715,1079.676246,1420.334859,1569.161165,1609.240493,1238.538905,1514.561067,1416.548662,1502.438304,1113.666028,1525.122011,2007.202528,1629.430536,1932.084276,0,1483.996568,2399.62271,2620.101161,1450.731342,1742.450761,1567.468619,1650.522325,1994.450056,1372.851232,1678.376099,1574.725236,1545.189571,852.0852441,1191.384282,1443.440686,1588.938588,1600.20171,1632.983541,1407.290166,1318.871812,2313.502556,1598.228568,1135.869563,1511.038479,1339.361849,1192.621832,1377.778474,1390.550302,1824.12359,937.5951242,1066.883987,1448.165145,1498.449046,1884.334841,1238.355595,1638.075753,1911.384077,1504.972341,1754.271894,1293.764478,1136.619407,911.4373364,2646.115346,2488.561978,1929.95727,1328.035564,1597.548364,1797.319523,1764.922083,1824.224583,1710.478445,810.3731194,1244.718069,1593.04277,1609.328527,1421.828622,1720.686689,4093.594088,1866.633879,2424.545465,1465.40478,1488.68135,1198.435893,1160.30228,1089.704529,1155.533108,1547.177546,1910.439299,1166.953272,1597.008825,1359.998606,1104.496936,1289.999647,2303.793803,1708.660559,1433.910242,1509.188532,1386.981489,2123.010794,1947.939232,1492.908885,1719.624299,1977.113372
464_8997407,464.8997407,817.5604265,1032.768522,1460.312714,752.5709354,4971.105711,0,2053.62722,2206.07812,1602.028388,2580.673802,1956.93515,927.4271827,2631.561322,611.2348225,796.7266538,1378.981804,0,3743.002677,1922.325137,1686.911247,2909.763608,946.5914732,1573.304417,1574.032528,3122.131013,1333.956352,1661.992724,1451.323967,1279.059621,1392.717008,1167.241005,2714.936593,1458.465296,1784.030445,1603.922304,1208.869628,1303.981706,4496.109677,1967.031414,1590.433971,1379.414123,1676.061512,1769.393898,2236.039584,711.5045236,1832.752664,2023.37835,4194.477031,717.5221684,2457.365965,2205.674795,1365.961474,887.8244321,2195.130807,1911.071325,3265.567274,1977.017089,2577.867153,2712.048292,1305.660374,1839.403822,0,1268.574135,852.4474735,1205.427646,0,2189.80543,1117.228534,1654.65535,1242.878296,1986.103071,1019.558661,1451.175847,1120.790763,755.6729502,709.1454189,1915.283078,1698.309999,1112.403523,2280.539778,1384.020475,0,2085.083594,1135.926594,482.1181221,0,0,918.0805975,1299.191441,2667.787051,1781.036277,1619.616626,995.9707797,0,866.4877538,0,567.3322776,0,1589.535504,1906.056813,1776.785584,761.9595814,1525.65788,1433.506763,4065.18157,2683.965063,1429.984132,1651.243798,2147.195013,1331.574365,1930.354355,3023.005154,2297.845043,1776.694509,0,1163.241954,2401.625952,969.683687,1145.257619,2707.128907,1799.051058,2902.763879,2306.465906,1537.940171,1474.162774,2387.039288,2602.806659,1244.302344,1763.977795,941.3966352,0,881.5194325,1995.509417,2621.320819,1890.096888,3571.24832,2418.660345,2728.422764,1259.101049,2528.024977,1354.036001,2232.358231,1161.236001,813.2368758,2361.394343
464_9270212,464.9270212,1640.769355,1348.983511,2422.243631,1442.322957,4484.77515,1436.569746,1816.934625,1813.324514,1805.051201,1878.623957,2065.639775,1881.165615,3342.844253,1471.581952,1946.141998,2247.746532,0,1990.33183,2086.444083,2264.012279,1331.754581,1523.477722,1825.126725,1901.620327,2549.766176,2098.460245,1940.28612,1908.988047,1668.024194,2197.405765,1701.163688,2655.468722,2194.796955,1933.239813,2185.79196,1831.137882,2585.33469,4525.917638,1451.885251,2334.013244,2070.296136,2274.719393,2029.350262,2562.632803,1667.436565,2398.518841,2078.361994,3949.215878,1444.834451,2165.893912,2121.604356,2075.629375,1517.832826,1950.258446,1943.165015,2478.434937,1688.659051,2119.559018,2182.608466,1887.826216,2276.836759,1306.233101,2719.710855,3059.010626,3785.499105,1198.1726,2522.876218,1569.082078,1865.932021,1832.109303,2178.487232,1843.444285,2224.86978,1861.769348,1267.952859,1643.758509,1999.515848,1732.505185,1844.028997,2338.924962,2078.090124,2183.11893,2938.497613,1905.773837,1186.967037,1504.248826,3155.485993,1610.398637,1384.597714,1525.386067,1912.001254,2086.218439,1435.92169,3406.224759,1811.87215,3709.260177,1357.500023,3033.545559,2490.098874,1957.161569,2148.10078,1512.84971,1706.230593,1867.649569,1715.035756,2421.798731,1985.924437,1982.22231,1978.289009,2174.363061,1963.885939,2772.975917,2298.134516,1739.908255,0,1825.143407,1405.852007,1869.123428,2772.158521,4460.656129,1930.534376,3057.161596,2129.285355,1832.287389,1638.370733,2128.737619,2115.620687,1981.674488,2025.701424,1764.848272,0,1897.365272,1430.60308,2249.63351,1932.134829,2318.878941,1872.594814,2320.618642,2082.284006,2556.227199,2231.867108,2785.257939,1646.759502,2164.058162,2371.175397
464_9359586,464.9359586,945.6972637,552.1869584,0,663.0124746,0,615.9983349,2108.367814,1284.066758,1296.708252,2274.64499,1128.422907,908.5710881,0,869.9670904,1217.53431,1667.524032,868.5441838,1627.263355,2036.318755,1244.605478,1427.624544,1046.770201,1070.363133,1457.359366,0,0,1281.282965,998.6593874,1270.830536,1206.530016,0,1007.652266,1443.570406,874.3655745,1450.127488,953.5147657,1010.677429,0,1608.002471,594.4552695,580.2596449,1320.254874,845.9537448,1088.503807,0,1413.792948,1233.631769,1913.88373,1014.923292,1257.389705,1630.961754,831.2278343,735.1370824,1711.040137,1130.517229,1082.250518,1457.455331,1762.84736,1688.853116,1328.668235,903.8886923,0,1502.406872,886.5520086,1439.594316,0,946.988653,1089.378029,932.6093284,1188.22789,1151.850105,1318.258012,1151.862525,1049.089184,888.8828478,982.4598186,1057.189776,2433.259542,894.4781402,916.8360706,1107.237651,681.155754,1426.804724,1617.622242,941.085565,786.0414918,852.416245,0,1525.115776,1516.601395,1144.865008,881.7634507,1027.834391,929.0190107,1087.245868,0,0,664.5542309,1044.163954,1149.363932,721.7886143,0,1370.503498,976.7219427,982.1557063,1018.866511,0,1297.487087,1905.109347,937.3145706,1268.853997,1340.42905,1170.865468,2072.085421,0,1246.660561,1170.970246,0,842.8233114,0,1222.9535,0,1873.468067,1432.376743,1014.157268,1876.249337,1783.688584,1111.32622,1207.676092,0,0,771.6536112,719.498828,2033.165903,1096.201732,1473.81851,1450.05374,2159.053477,849.5212959,0,846.1904655,0,790.1686573,827.6696055,1630.852455
464_9795183,464.9795183,2009.317551,4475.310705,0,1847.042422,1581.890332,1528.335683,10765.80312,6927.666643,9184.501503,8685.606583,7199.739666,2706.181876,0,1161.538596,2676.387985,3281.179402,1998.11872,6498.349061,8227.587077,6221.831992,8866.240162,5139.783949,6408.469249,5617.751291,4018.081965,3907.942333,6354.596831,3888.375256,4999.261842,4600.970222,3048.850403,9204.824285,7813.559968,6035.787459,7875.838384,5975.872526,2810.909485,2775.060265,9765.925296,3393.166035,4493.7111,6404.77599,3934.345339,6104.182946,3175.930082,5158.428798,9129.457356,17877.2959,3670.090946,8486.900566,9370.549085,5866.824452,3501.239439,11117.58654,9110.087927,5384.81702,11644.77157,12996.38248,11249.00468,5876.971471,2835.335305,0,3893.090597,2574.307529,2153.289411,0,10984.91225,4569.834604,5734.319049,4467.903274,8058.767434,0,2295.269449,2151.997512,1909.288001,2784.5254,7485.528116,7423.410045,5836.943079,4898.589754,3387.560712,1486.918831,5394.236462,0,0,1933.85592,1854.179201,4376.760693,6064.273822,10165.52019,5603.211693,3639.058156,3740.161541,2960.498808,0,1479.39054,0,1618.18254,6545.132806,7128.067064,4729.879936,4577.886349,7870.223259,4217.162855,15146.70108,9372.898196,4492.36475,4624.837548,7789.022354,4199.270382,9851.353842,9875.782587,8750.924794,11892.59917,2580.466758,5394.958791,10041.41323,2542.111439,4921.646922,1762.29673,8033.410906,2772.015316,9132.474734,7212.834495,5668.404749,9274.597654,14015.10042,6332.882876,6037.85447,2590.069046,2440.698218,4897.436315,5843.135003,10001.93907,6867.80102,12280.06503,7174.391975,10173.80304,4383.400614,1960.996044,5037.276072,7875.713584,5671.309726,3426.161566,7555.864057
465_0269073,465.0269073,1039.410484,1965.311137,7153.7675,1764.010383,7062.520413,913.5246467,1952.759699,1849.71219,1711.746461,2779.960344,2252.249848,2991.212525,7203.997559,1570.615698,881.291476,1248.656348,941.9086344,2842.552698,2111.173407,2334.798033,1801.972058,1774.872575,1963.410848,1634.756744,6535.263395,2442.104137,2089.129342,2619.201619,1911.662635,3340.449832,2042.823836,2497.758654,1312.973879,1849.49778,3137.114207,2361.952749,1812.960486,5401.793156,1780.030139,2546.087489,1726.504072,2543.270043,3422.127052,2414.275488,1994.452934,1798.453825,1982.222346,1474.578854,1684.007463,2915.831382,2023.647311,2396.547582,1972.076884,2148.018364,2176.295103,4275.15093,1739.378017,2230.941834,2232.264317,2546.199128,1386.537036,989.2646365,1448.550748,1096.995922,929.5702224,1628.97684,2314.466712,1605.734592,2351.395794,2812.31986,2083.803869,1553.663799,1368.211335,1589.959707,1594.038254,1508.836302,2266.960501,1617.449944,1765.500245,3251.903007,2041.342657,957.5946317,1589.828836,1195.544133,1307.138906,1158.199537,1056.264235,2724.744773,2122.314033,1911.96953,2211.534115,3038.675849,1673.729225,1141.318625,1524.505725,0,1297.487479,936.9811186,1941.80556,2641.440359,2856.450945,2552.838479,3260.51121,2584.591649,1270.29398,1904.31861,2207.498354,2436.479268,2924.59805,2047.383763,1800.699223,2302.460358,1870.119012,1356.261746,1397.836684,2483.12185,2293.782253,1739.900273,1851.273241,4896.336577,2075.832609,4096.525861,2079.932435,2357.420074,2293.870812,2265.049498,2751.319618,3123.835502,2459.862169,2407.824191,1110.655608,1859.546885,2419.69965,2188.97439,1952.832248,2113.335827,2155.913135,2044.78177,2276.343971,3562.740313,2875.495641,2367.007817,2012.180737,1108.631677,2326.516701
