,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
486_2561114,486.2561114,14134.24066,12465.26416,25718.60927,17334.09858,11550.26296,0,8421.201769,0,9157.198573,35522.14379,13745.71734,13960.39804,0,19747.04111,0,9002.248074,24188.22475,6456.183698,12687.93981,7626.031923,10427.08577,14267.14971,0,14240.74021,13575.91507,7820.681165,8186.710407,11122.49008,9858.190798,14511.69779,5410.90409,12734.38234,14206.91085,10932.95052,10597.59666,16638.592,13836.57887,20607.38965,0,14078.73197,10688.92546,9124.874066,6124.863618,9397.822928,9240.526567,0,8135.905509,7492.473452,13024.04404,8967.158433,17128.57364,11927.07276,12494.72527,15385.60029,6444.846368,21130.46944,13165.42009,6837.321183,13516.53061,11970.04866,8219.275684,0,8506.702983,8623.220835,11678.72628,13961.22313,16533.25271,9169.651711,9213.342456,22501.12867,12242.64652,11168.77737,0,10752.36714,10578.74162,17843.44418,6653.656755,7183.908869,7406.606155,9545.64334,15502.23227,9318.739574,9114.678095,15526.36786,5140.725217,6033.329653,7112.26771,7323.563396,8820.26409,9427.667337,18383.00321,7941.672674,14502.69939,12613.11488,8390.442835,7419.576582,8003.118662,11579.87057,15991.97617,15157.01391,21827.44956,13623.27275,9370.947225,9945.598094,0,6750.382931,7543.599322,10532.37927,7989.615787,17653.1115,8361.660059,10488.8677,14024.61865,9233.706992,6984.99946,11477.60919,8977.716425,12400.94748,6335.768895,11592.52352,11812.91955,8293.733367,6672.466647,14076.18846,6806.360297,17186.9606,6390.83844,10175.67055,14881.17748,18255.72393,0,6887.259186,8582.709276,7815.42925,13199.86684,16133.78951,10539.77338,0,5258.050864,8433.765693,0,4200.584999,9814.243007,0,7104.050702,14622.41078,12520.86073,13726.5049,6803.883721
486_2923497,486.2923497,8223.217394,8664.9738,16493.07294,11790.82239,9989.240223,8236.357475,11384.52042,0,9982.930884,14163.21074,10504.45054,12155.89601,24259.03511,9598.174046,0,10271.30801,8507.477084,7390.51682,10361.84802,8285.984429,7545.02659,9592.288291,0,9062.044011,7992.055043,9617.984954,7709.38946,9642.5231,9900.136348,8523.494729,6940.990103,13223.18369,12210.66049,10301.00989,8692.883599,12265.58301,9280.62761,11043.27484,0,8508.853296,7810.532293,8509.025126,7584.793229,9077.12953,7390.91523,8936.63443,8878.735674,10794.32565,11352.4708,8170.09316,9572.437555,12630.91919,8811.721227,8193.392467,7702.284562,9840.062854,0,6863.010729,8442.640205,10064.07637,7134.595927,8067.937929,8676.252777,8710.237784,9592.206375,8561.866941,9400.747514,7248.304316,8289.287916,16966.81623,9215.060359,11996.77549,0,11316.66284,12716.03964,14083.58105,7672.133295,8501.374575,7492.428037,8719.029022,10333.46345,9038.291241,9431.63814,14446.7707,6977.108222,7124.535402,5717.58121,7670.577454,9737.135438,11456.48064,9700.431295,7985.639786,8868.006799,11500.50687,9481.904543,7267.345526,8928.906665,7511.199321,10949.06645,11722.52206,15620.71547,8736.316153,7405.769835,8249.419654,8707.102566,8274.74498,8725.032742,10233.33954,7692.647454,9646.069104,7961.335863,8224.054375,9368.735564,11462.00005,7058.642591,9610.015321,6544.24071,14032.69792,7362.430422,9670.458146,11216.15751,8589.014058,5692.661462,7531.1016,7597.574676,12528.95996,6471.716693,8905.694812,9443.180704,11580.76204,9103.903651,7295.34222,8068.545001,7264.722335,13141.41919,10438.3705,9663.763625,5510.435553,5879.571884,8424.952879,0,5722.128511,9713.314956,14715.40207,8234.80584,8563.584662,8325.859788,11353.35804,8829.557351
487_2512851,487.2512851,8735.411654,7427.67119,18345.53724,15671.96096,10225.92565,12674.44786,7260.75161,0,9878.459005,13842.48691,10623.63378,10179.88895,0,11486.29897,12181.11561,0,10675.14936,10050.08968,8242.728002,7594.808249,9620.750107,10532.37005,0,11315.01699,9943.804332,8155.459829,9151.333462,11968.89606,8103.130002,11936.39425,7355.413776,13050.18181,11697.18101,11219.80435,9112.615323,12833.80395,11384.43588,8581.902846,0,11777.60761,7872.884563,10871.53738,6383.163548,10887.72743,6600.877805,6927.00673,8236.55931,8120.583801,10342.41395,10099.86431,12676.37352,13084.8062,8429.845739,8284.35801,7011.111234,13829.15961,0,6290.711885,8836.020827,8441.331887,0,0,7506.852978,11659.4474,0,9032.324412,11567.72232,10284.04405,11777.3834,0,10404.14009,9688.472464,0,13658.18855,14280.9033,15139.93091,0,0,9489.805166,11389.63235,10743.16061,10383.42181,0,11400.46006,7466.253439,7699.461613,8833.116152,0,8622.03419,12259.79464,12176.2743,8648.049028,10365.9072,14132.86114,0,6135.582432,0,7875.66994,11602.36171,10702.09039,15629.58065,11991.73592,7046.272845,10917.71419,10587.0291,7262.722338,9658.143978,11948.7084,8738.770481,10747.50925,9836.793415,9533.037129,10788.58382,8365.588184,7734.541411,8216.370383,8527.431914,12115.22499,0,7679.576851,12799.75386,9779.387596,6801.268389,10287.32846,8230.043192,10465.17496,6589.265356,11799.67749,10631.86544,11533.08403,8982.321135,6889.995487,8899.693589,9699.254406,14400.41552,9098.006068,9079.247424,5147.852232,6255.69897,9921.655948,0,4929.234286,9846.374234,12771.27488,8380.110366,10117.54279,9606.138185,10728.74695,12140.48252
487_9657689,487.9657689,23335.97448,9816.176466,4838.17442,10512.93558,13526.28976,0,11017.75838,0,13669.76341,3245.57021,9607.198771,14384.93035,0,22031.90546,21120.27832,31233.96311,0,14511.80138,5514.404728,11034.67662,11213.83423,12262.71227,22854.37092,16283.83383,17581.20154,14844.98539,16920.95732,12922.50328,17734.30995,18750.56797,16060.70114,10884.77772,9218.876027,12289.21583,9447.618839,13890.55971,29296.29448,9476.491917,0,10593.94087,15405.0583,13355.08673,19781.65611,14126.2506,23079.15377,13378.52759,8007.355292,17727.82152,9224.820446,15738.22219,10607.79117,10661.82287,6368.002558,10662.70285,10358.8685,5858.599349,0,13425.3589,13162.22783,18069.83182,0,20470.9065,23996.90046,7623.438078,20052.0641,10655.73135,12681.0935,11174.49518,19426.80115,5283.276662,12206.53657,11742.24422,26907.58164,14582.77899,24994.06833,12205.70684,29763.80117,4671.961744,20941.3738,8227.108006,14283.31012,15698.38866,0,12014.72869,26340.01302,21802.53287,9313.124288,16565.09539,21760.7185,7894.021294,7556.7534,9567.441398,13269.01769,9002.749972,12453.02979,17477.06733,30924.96315,26173.60021,12018.13531,21220.15649,0,13422.35799,10458.56007,11770.86169,8984.029626,12943.04322,22341.95921,10158.31468,14403.16166,16342.87759,17279.02082,14029.35503,11039.60723,8603.395826,16743.68133,12025.0869,8312.881964,12486.51584,12723.58367,5677.74603,16364.88159,14073.23107,14725.42536,24299.12465,16114.70272,0,21924.94082,7728.294341,9998.037016,8781.240301,12410.75043,6044.198015,17630.73197,11262.75352,13350.26633,11713.33255,18755.63283,5673.042222,7545.48129,11875.72953,0,15202.1566,21483.95782,15458.8428,16385.33555,12772.76991,8785.587912,8461.447539,15010.03944
488_2717062,488.2717062,15279.673,16001.07476,36805.08159,25225.32252,18184.94666,18584.38484,12641.69483,35523.94575,17222.4967,24184.58373,18109.15865,20759.83859,26626.22831,18686.57573,8113.212425,14076.65347,18127.57711,11677.75189,15548.85475,13605.5512,13823.14385,17201.12505,0,15881.94382,15988.45842,17410.55868,13638.8327,16712.18544,15541.66596,16381.95881,12805.11668,19686.99779,25157.24935,15048.64347,18023.62131,22940.54752,18896.06772,22435.44194,0,16165.93017,14846.03692,14764.94037,12832.80565,16616.14924,12795.17478,13187.76043,12338.28028,15621.12552,21958.51325,13420.93374,18779.85753,19428.31091,16375.58057,15610.0349,13088.94581,22396.90608,13998.52683,13131.79604,14761.30781,13719.84739,20744.46426,0,11567.1153,18735.40752,15167.14587,15251.77474,18630.3408,12576.35483,19741.87081,23818.043,16732.90279,15124.74819,0,19410.54676,18833.50532,25826.42034,12363.83669,15238.87675,15251.88726,15560.55545,19026.64661,17571.24921,18841.02765,26698.15197,11115.58348,10580.20421,11926.92465,12995.62421,19325.98723,14617.19224,19573.06894,14094.91031,20539.71369,17228.18111,12615.55039,11384.67643,12754.95391,14195.29802,23555.06822,19899.16297,30892.3637,16297.47251,13289.03229,15897.71319,14689.67508,13149.4156,13601.05943,19567.34228,13601.10684,18556.68432,14352.72803,15035.46846,20640.44208,18123.20256,13929.33045,18817.6193,15020.6225,21369.40645,13247.60599,15048.37753,19564.54618,15939.97459,10895.79165,15943.00848,13500.90549,20668.12867,13764.9956,17779.33046,18874.18667,18725.04129,15793.90773,15106.30188,15933.76083,14756.60039,21497.94448,21815.26422,16661.11724,11005.56337,9900.43404,16767.22436,0,7674.989492,18953.43559,17534.70418,14533.23728,17297.01783,16006.61658,20051.3858,13529.83782
492_8125858,492.8125858,39787.34118,12896.95044,12331.03366,8591.002988,21528.70869,4896.697769,0,0,0,0,27052.71359,15396.80943,0,6342.756592,6161.590731,8394.308218,7711.429203,6004.382081,7588.319382,11349.32054,8425.607868,15341.59452,0,7309.696799,8908.439791,3241.981123,10495.03474,18315.93495,18244.43629,12722.32535,5826.440087,0,14113.34773,8368.458812,4370.005283,28926.64232,9966.017786,12179.17143,0,4412.309794,19038.56604,4267.673058,21476.81433,8805.524111,15291.79788,0,5534.642075,7943.60306,4630.167417,5078.404568,5362.643134,3240.020411,10859.99805,6882.484669,6291.379892,1954.625735,0,14199.52659,9042.314899,17730.43517,0,0,35366.45948,11602.05094,9309.412477,5117.496861,6849.018071,13799.4681,10087.2805,6272.971685,14222.07119,0,0,20863.74356,14848.55,5239.72453,8388.661392,0,7658.837532,0,6609.84495,14877.57976,12324.14974,13004.24737,8789.492987,10593.00948,3046.059286,4026.469577,0,0,4010.976124,3951.768952,17195.88842,0,0,35032.50682,10084.24315,20129.33142,8870.142834,30644.75231,19545.34831,5713.905773,14853.18524,12404.44001,0,6196.228944,4901.121127,7505.65255,12096.47803,9795.41232,18733.77092,9451.836909,15644.67468,0,14823.77731,22149.0133,7202.479233,16658.33539,3466.741011,11921.46393,22042.09561,0,7618.373488,23817.78771,4076.823426,17131.66278,4550.662729,3198.819776,11218.24854,14977.60651,5736.594032,7463.900872,17240.05483,5134.773377,8984.81578,12502.43624,8059.079756,5527.197461,4654.960378,5468.24742,0,22399.96535,4956.750205,0,4606.081237,9961.267711,9966.936442,13378.70339,7002.874661
493_2259822,493.2259822,3864.144381,3089.209431,4905.902818,3808.738839,9410.523534,11699.64047,8742.523436,108016.7501,6518.670989,0,2499.851969,5285.752623,61380.36365,0,11840.57099,0,6903.268528,3425.761594,6652.067483,3775.80033,0,3326.949988,21251.0356,4286.57079,6082.805967,3621.48516,4695.134029,6033.900398,5692.328229,3447.67173,3153.985733,0,4722.988539,3372.824346,3874.336977,4168.886352,2486.746954,4154.093575,64057.91333,2895.145009,3043.36173,2294.309988,11872.82134,5416.024601,2777.60741,8745.5189,0,0,4823.69488,3571.475471,3784.003525,0,4521.975587,2699.025414,0,2656.799323,0,2699.168647,0,2804.809921,0,15006.56247,4022.649928,10520.34176,5548.229754,3040.387928,2307.544694,7252.867824,3147.700759,6428.224872,2384.463953,13248.8839,47117.81754,3119.308989,4254.83736,7818.509885,0,0,1845.60126,0,3259.970356,2981.58434,12324.43465,6794.764058,5764.920892,3953.891162,2192.345157,5417.839737,0,4086.717963,3438.213013,8127.162654,3533.624961,5867.103796,6137.760511,3373.570462,8739.426227,4927.480502,5545.094748,4664.994151,5770.717288,5197.53993,2247.498548,8834.500581,9062.868132,0,0,3882.578944,2498.703637,4603.069455,5152.278571,6491.518321,3457.740545,8208.612979,4428.245753,9345.278064,8169.881765,3308.013393,0,0,5259.011144,0,7074.350891,6286.918347,4171.644813,5071.017467,0,7244.296784,0,5744.955572,0,3377.942962,3176.838861,3529.58032,4353.014964,2712.08676,2919.339091,8134.840667,8882.075182,3523.496384,35005.99768,2601.527798,0,35191.14682,6416.071664,3536.506909,2767.184574,3168.680698,2813.341969
493_9828871,493.9828871,18123.69297,4362.705715,2959.517968,5894.650633,10159.79534,0,7923.706189,0,7438.06664,0,8089.862384,17324.24693,0,21259.59972,9445.295846,39899.10201,0,7813.868792,0,6557.071326,5197.095314,5838.785332,25103.98987,8078.789439,10474.20313,12790.57113,10901.36041,7106.787849,19327.60919,10521.09026,8745.728809,5189.397699,5861.959669,8817.628011,3650.104692,10811.24066,26042.96148,6119.989891,22756.22357,11080.37106,10621.3734,10802.99224,17253.09981,8765.225564,16275.49621,11155.22008,4331.260208,18355.28386,10332.44241,7160.701928,4354.346472,11463.57726,4310.178795,4803.406946,6078.104592,2208.69077,0,8331.126734,5267.43674,15259.242,18312.56967,9760.114319,13350.21377,19924.48551,16314.25931,4502.698521,7531.557463,8342.82895,11535.24824,9796.144192,6172.221202,14251.44852,21867.04754,13340.35294,19601.64659,25797.78271,20867.52987,6428.815586,8856.503814,8576.617043,9572.136235,10005.06541,11628.40578,15312.92892,11959.6234,12179.80465,16565.24793,13718.75187,36850.31756,5527.262716,2514.56385,5279.648349,12286.24583,6228.009871,6370.890589,14387.13773,35733.86795,18664.32574,16539.15775,15029.27421,0,7145.144597,5096.479466,6075.082775,9149.932402,9280.205693,16912.96525,7145.879139,9600.97867,11684.38089,14649.89513,6622.234479,7258.452679,8044.766535,9692.761808,7541.601259,0,12352.90234,6984.643822,0,18538.71142,20081.92637,9602.629436,18362.74826,11535.72937,5107.86362,17112.45586,5390.823186,5148.929159,7658.001994,0,8259.933727,11891.05315,14588.64422,11039.27049,6447.915661,12174.142,7153.514612,4271.877693,9208.850789,0,7323.065777,15820.99178,0,11265.76837,11020.29837,4072.430252,9383.089254,5875.43919
495_1481035,495.1481035,5427.513607,6934.896111,4235.20357,3314.138908,13987.38261,12780.98834,60486.42443,671659.6535,7982.83486,17305.68043,6300.918576,17555.59359,396113.0789,9631.917864,18599.77322,7961.850328,59467.81123,23168.5227,74963.39749,8053.544827,4599.764449,6063.314082,180935.0845,4741.591367,4600.8102,4494.213509,5607.987406,5481.725051,35298.39255,11446.11573,2576.029727,5187.499771,7111.553274,12176.79267,18978.46089,13499.82641,3298.514127,37748.53317,298716.2947,6868.239086,6890.141075,3311.870221,89781.91393,3262.890113,7131.428024,87578.96349,16327.27551,8497.344778,14493.61837,3861.670155,4524.022576,5495.089347,25077.51922,7626.454951,12949.72716,6906.145232,113167.6605,4791.980375,5476.406266,9089.363694,19635.59246,37821.68283,2994.650384,92175.61301,10611.76143,5572.419577,5318.790614,5622.917352,3696.153766,37582.61503,3952.542949,176861.2412,344165.3934,0,2613.692887,75916.67321,14229.49626,12063.16054,3710.589735,7012.643934,8073.216692,4888.674131,137860.3266,53423.72634,11343.67968,4753.684455,6055.821492,0,5371.089373,13267.85849,11100.15828,49151.79917,4580.445086,30722.60087,22688.74663,3962.414871,61067.02877,5366.041711,18425.13059,13409.83283,20868.25603,19138.92252,5902.68018,51199.0781,117427.3685,8709.718415,13610.76985,7758.939258,4533.799287,12825.59675,7491.498077,41258.50747,7714.553765,75098.40799,5445.171777,65103.0494,60678.82329,21428.78314,5507.526201,21122.08489,9976.120743,17020.29789,48561.3689,35213.97091,23866.56351,34528.06487,8755.851273,46623.45904,5861.207305,9346.903792,13331.24138,21200.9808,4881.496512,4361.002512,27745.0144,11757.32178,9236.064513,43543.21193,65247.86158,9567.786609,0,6618.515356,4301.243631,229166.2247,13384.35792,6575.495733,6517.698037,11796.505,6301.165947
496_1347059,496.1347059,10270.79032,20104.45187,11795.25083,9186.081313,7718.863552,13700.82063,8818.557768,0,20027.21571,13251.55817,22415.25424,58789.69638,0,28616.3436,7578.418257,0,13549.21926,9419.0574,22768.80481,15800.94965,16793.52123,14100.68902,35683.25145,13088.4121,10791.84672,13326.85459,11375.40018,11253.08659,39493.6631,14713.83334,7127.285167,17874.04294,22074.49201,23413.27746,16801.94922,25768.17707,10616.41129,21464.68073,20937.00444,14016.50777,14244.46231,11184.50878,17343.37365,9661.813406,15257.76114,29598.85652,21916.06212,23279.18672,34120.38603,10695.29512,13275.53806,17661.29908,13030.30256,15008.15758,12881.14495,16917.66151,15781.1469,14730.02244,15767.12782,24795.43171,18064.7451,0,7949.832756,34332.5425,0,17644.64046,18668.68671,14338.82771,11135.4483,42147.05438,13766.08341,11308.91688,0,3525.269437,6125.73858,11439.59703,14414.69991,16672.10566,11168.17438,13518.09009,20536.17152,13500.32185,46454.66401,26251.56342,3973.301353,5126.74515,8420.41508,0,7556.496076,14306.34002,15542.8828,15032.71194,18789.83189,16787.74148,24332.82888,8450.824224,11282.33192,16220.84918,16514.59378,10943.48268,32476.14232,13263.56265,18622.28585,14126.9585,24808.10361,16032.75369,19337.32412,12909.5609,15990.05801,13117.71393,14976.07829,11236.78355,21262.32434,21065.03434,17719.94957,37777.29605,11550.06058,53923.48972,11897.14591,25584.29059,18068.67071,10828.03934,9388.893085,14140.13906,13021.80751,35068.61545,5349.120698,9206.277871,18067.11403,22678.99382,10140.31408,13539.32925,16837.94692,10818.72916,51455.40646,23204.19832,29926.2759,11253.54653,6068.444544,22311.30724,0,3825.727295,13021.23339,0,9916.639772,20483.11545,11077.63373,16360.00534,10491.20465
498_1458897,498.1458897,13272.75249,25890.03275,15132.81385,14355.83823,9490.197939,12876.9835,10005.20532,0,23421.45243,16114.32076,28803.48392,77455.27898,0,34035.01816,8603.656438,21420.20021,13984.96758,10586.12112,26943.94552,19958.97152,20884.88208,16012.31786,38033.93732,15363.34589,13681.51166,15579.94851,16768.6082,13661.98192,47614.99626,16206.62757,8686.941071,15069.55131,29099.98463,29797.78117,19854.64653,31376.20928,13759.58529,28886.76844,0,14727.3295,17470.58993,11969.37002,23796.7695,11740.98283,19983.05534,31665.05364,28069.82219,31157.41465,40759.4355,13156.77713,16500.24969,20131.29293,14867.75315,17945.80465,15834.98801,18935.52014,0,19138.89571,18152.50649,29242.64353,15550.82685,0,9837.885971,42016.36285,9766.304111,21695.31511,21800.38409,19866.8781,14921.93602,46409.24145,14994.15973,12755.12095,0,5272.638013,12673.85708,13535.0063,17254.96104,19316.79551,14212.51518,15940.3066,24567.04002,19797.9737,58033.61365,34344.47751,4547.608418,4454.513206,9596.066538,10050.32664,11962.92877,19109.32926,11504.59158,17389.06821,24375.69049,17398.76214,27052.6347,10746.79343,8808.952257,20473.77969,18874.26242,14494.52663,43012.85706,15930.50775,22093.44791,17315.45547,26988.24729,17989.3183,20898.65548,17234.79473,18460.08217,17512.72134,17565.03032,11943.23216,26620.29859,25957.71576,23059.62385,45169.45534,13207.72159,67902.27938,12974.18743,31818.15266,22067.0453,11266.65772,14692.01464,17632.16154,14866.95715,42215.97796,6942.263835,8586.189306,20795.48605,27485.44284,16672.23127,17456.45759,19638.54211,13401.9854,70519.00254,27485.32221,36072.95116,16018.58101,7344.429607,24216.16258,0,5115.007638,15356.89043,0,12477.42151,24723.85823,13924.82438,18347.62112,11773.40057
498_1502537,498.1502537,71942.27872,129544.1359,77560.4075,60986.65159,52674.64004,64519.34893,47178.26166,78193.65013,115718.1156,72329.71041,146756.0846,398112.0933,0,180985.4956,47364.62241,107142.1965,62372.7889,59378.01002,129986.5756,96852.75151,112739.7397,84053.42067,181377.1354,84365.44595,70989.24685,69259.09294,76010.02396,72770.60769,250274.4151,87746.32554,49529.11425,76624.72655,135626.9797,144838.9656,103604.1628,169025.3259,72927.04848,142134.6958,112545.9373,79409.75197,95956.02773,67307.17626,115373.455,60658.50537,103305.6091,147864.2882,140757.999,147915.2978,204747.1167,76038.7721,82058.71049,88169.64037,81777.36877,96746.20792,74364.63538,99502.38191,84655.24916,94923.08715,93078.89488,142090.104,76328.61223,0,53948.89754,204189.8271,52803.89277,117088.485,118372.4857,99646.30441,75880.7536,223603.7397,87284.7589,62770.44983,0,29786.37726,33750.06779,75788.63574,80336.8265,89353.66806,75754.82544,72633.35791,131812.9283,84435.31949,285119.8749,173096.1852,27873.39033,25066.38784,50385.53051,50106.57294,52023.18721,89562.41841,61274.0977,80743.45315,125137.9783,87501.89848,133012.3065,57354.8213,39709.78283,111128.2853,98604.98139,76253.43799,213267.4932,87035.81073,118282.433,79919.47106,134559.0341,94348.73415,103373.643,81639.5872,101919.6212,86009.56379,96376.14941,70374.75306,133860.261,132803.9842,124729.4727,240232.3105,72797.24138,344060.5726,77930.76035,146514.0842,119497.3605,42373.50917,54200.84386,90082.99014,66413.65353,219602.3814,26439.13063,43325.56835,113269.3999,134702.9195,78728.60154,85957.23272,101550.8158,70864.11851,336373.4441,138442.477,172654.425,80361.86483,42332.6689,116969.4899,0,26441.30181,81051.9817,57118.37327,63734.03305,130898.6984,74191.19257,94897.20076,62184.08811
499_2876416,499.2876416,24909.71411,17540.08072,25344.26234,23558.2259,20464.95217,27172.58144,19161.81934,0,23508.29079,23936.58495,25064.38569,25554.19109,0,22045.78924,14827.63897,0,14861.40028,23103.25181,13203.46601,17742.5392,17619.58933,23695.36975,0,20043.05893,19669.64671,20338.64143,20454.25547,27059.54511,23076.2826,16303.06972,18974.99236,23265.86943,26224.56708,20489.10518,15401.60141,25737.59127,19842.43368,15934.38478,0,17569.70784,16769.73551,19243.52773,15874.74416,22647.74632,15894.6844,14865.33034,20280.53064,21828.09693,25359.07637,23000.11446,21568.43131,25630.48146,17614.0693,15849.12902,19105.37923,23181.73687,25134.93557,20108.02767,19582.43496,22157.63741,16158.88577,13376.80839,24610.04262,21381.85243,21002.12952,19182.38929,21854.3784,16438.55248,25495.81916,21333.883,22641.32521,16807.14083,0,21852.17861,26894.01434,29442.52853,19980.20514,19507.81157,20705.64616,20806.81901,23178.53319,22926.03642,20062.53513,25100.06771,18747.53304,21676.84494,15250.26333,18603.89849,17682.93141,26063.58891,24546.83426,17968.28949,18692.56052,23278.75667,20363.22429,16468.2919,12777.06725,20490.54618,21668.89119,22745.84969,30012.04441,23774.27881,16666.06414,19610.24304,24259.36744,17378.86378,21556.99734,25393.88833,21020.79139,20775.39936,18971.98818,14622.04111,19628.87812,19024.00707,19731.38478,17728.56409,16643.36469,24622.35107,21961.40979,18516.15733,29867.98608,19317.20413,17941.35516,18508.96173,20963.07727,23406.36247,17229.27678,18210.60945,17954.18772,16316.5101,22746.72766,16979.26008,18913.13286,16690.98822,22195.88482,13111.93106,23929.96732,15604.01362,12803.04486,19805.21993,0,13283.41439,20951.80033,0,18699.71492,24051.14335,18448.02547,24693.93542,19337.69775
