,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
233_0514818,233.0514818,0,1676.897843,0,0,0,0,7917.358044,0,11921.06175,8315.834377,0,3789.46727,0,0,0,8572.745812,19474.7575,5670.294982,4559.748426,2306.62469,2368.944957,5898.779987,4992.137307,3587.401174,9652.439966,9360.732044,10244.8505,0,6508.892049,1947.970471,5296.807465,11823.91895,3294.297831,5883.251334,3116.26546,2265.078713,4193.893756,0,4735.931287,15007.88146,4783.025368,5337.446951,2292.978782,5662.498936,3205.952047,12061.96912,7470.199626,6405.261812,11039.98535,10644.91516,9621.135803,7566.343249,2482.170416,3648.792106,8095.895429,6612.661676,5477.728803,0,10349.75355,0,6630.074324,5962.304606,0,0,8650.178451,4342.293401,2693.295052,0,3716.05008,10063.13167,0,3650.822866,6568.61554,0,2892.464287,7324.494063,3703.811754,8933.052998,4889.174256,6847.963457,7209.188033,6616.715607,15726.09277,2744.904534,1964.537129,3271.9354,7144.295242,10502.33767,4892.301119,7386.480417,4124.562891,4290.684218,2517.592334,7947.110684,12360.73016,0,5746.82164,0,3510.615627,2057.052086,2598.180505,4821.052343,2025.447024,1840.362024,10966.17184,8229.231561,11094.96542,2716.172531,3046.797676,2864.746985,3373.227185,10235.3492,5852.72296,14163.05957,3534.944384,3636.759418,6482.452261,7670.483731,13021.05976,3260.44081,0,9723.903265,3541.414891,0,6896.204711,2973.819095,8148.695593,9764.251114,8404.463604,0,9225.103387,3968.290474,2868.682062,4870.716969,4329.793008,10683.61157,4582.313073,7367.753416,12877.22109,6054.489795,14357.79624,0,6336.21185,8503.664882,8000.514744,4247.464804,3844.89823,3192.145895,4149.795943
233_9323037,233.9323037,11418.25391,9895.280322,5454.928047,6501.431659,12723.38205,4327.854657,5735.685828,0,7893.746746,4652.205158,7587.925457,5665.545377,4468.862512,4058.770517,10417.68418,4081.556329,4575.534353,8996.934932,4599.937606,13120.92122,13205.58607,10700.78693,4205.72045,9226.972164,9207.201284,3199.638005,10145.31348,11680.09141,5353.58449,9881.641881,14875.63178,3729.383114,7416.228434,6918.60973,10622.12832,6767.758194,6885.883846,5691.212148,4404.673106,4969.285391,9945.706527,8428.974391,10325.98768,9027.003308,12904.5447,2961.019785,5006.94671,4734.522954,2946.842368,13857.85285,9410.789334,2923.731238,10389.83372,12164.27591,6800.588003,8951.684249,4440.006242,17175.17197,10138.44126,3971.289293,0,10972.07183,13791.08146,3261.383108,8818.860493,8933.142188,7454.795912,12146.48285,9297.946052,4663.264347,9726.504589,2244.701213,9212.73104,8043.662757,8332.287668,4068.586631,4710.486764,3076.119132,16077.68427,2165.281806,8530.118467,8687.537336,3475.035003,3969.324926,19403.68819,20833.55416,4153.565561,6115.853124,2602.990082,0,13739.41622,9830.40613,7007.35823,4663.159155,8627.023654,10614.10946,3966.625591,11041.33541,4391.148719,8669.646533,4186.974414,10415.99721,11432.43016,7315.072959,3293.408317,9283.912207,5558.097328,5666.022832,9398.10518,6888.670779,14584.85387,12353.84158,6341.222206,3328.32632,11824.04297,7351.373,11928.14287,5892.853445,11402.44853,3391.555752,4208.92582,0,11178.00091,8874.821834,3393.339555,3403.556831,5310.326165,8056.235404,10347.94928,0,8412.120659,5143.89863,8699.045047,6685.698936,6223.059701,6841.730355,6351.563554,8993.467163,8291.424489,6841.111901,0,15780.24111,7135.669325,6861.631784,8691.495751,7392.923718,11163.77751,4023.839362,9369.004428
234_0115503,234.0115503,9118.457065,9371.182214,8791.756533,9738.50933,7536.285354,3983.674216,4678.516314,5363.835143,5237.245674,9332.152516,10394.71697,6584.759876,8163.430263,6809.391785,8415.943613,3765.149397,0,7427.806956,5727.901044,7094.421658,11560.78081,10869.17252,4299.226919,11969.61352,8591.381269,0,8461.428524,9147.951668,5176.29272,12597.28877,10163.94425,7800.143734,10891.16949,6869.113447,11045.23564,8675.580763,11155.61183,7560.085699,10241.41616,9231.529223,8450.3649,9393.708631,8261.564796,10319.78528,9353.603948,0,6210.287557,7687.827236,3611.659932,8719.264338,9854.102519,5546.281591,8822.661802,13236.49641,5122.790137,9161.221332,8678.097887,10212.09756,7316.062822,8101.658504,0,6404.349179,10987.62956,4121.310561,5055.814732,10005.17083,9722.6282,8643.071103,7903.714677,0,9728.820758,4433.00351,7449.139596,13070.07021,11232.86466,5133.962678,0,5376.658209,14086.31636,4173.109711,8719.31507,11805.46972,5024.816288,10188.18752,8346.283904,8845.849978,5496.431619,4092.388807,0,5260.213712,11180.80587,6194.98248,8528.94525,6625.543395,11646.43798,8660.473032,3945.94351,8433.932258,8426.170321,11013.32955,11497.7744,10456.34126,10334.3401,6423.966633,0,9340.860166,7813.829917,9107.446185,5717.301399,8358.160279,9878.782377,9378.140528,10210.3369,3272.644811,11519.49383,7509.416042,9596.305472,8644.299958,12131.39064,8746.654534,8631.542732,2997.781039,8908.844208,13059.78579,5219.807725,8943.270126,0,11150.79321,6167.310017,6154.461546,5284.389125,6078.382083,12456.55332,5807.93624,10462.7413,5437.586739,9288.306741,3466.147907,8741.707764,8169.108075,4995.202833,7914.934839,9696.65021,6312.697238,7451.773301,4143.966215,12753.85265,8048.564745,29339.42087
234_0294148,234.0294148,3019.142618,2256.279372,2554.022075,2034.703788,3317.49029,5268.167061,3154.15255,7967.48497,4134.018501,2944.927944,2365.700867,0,6232.634232,3204.189329,4348.456118,0,3944.026995,7388.195102,3114.774359,2638.561485,2072.636878,0,2951.745573,2565.084597,1770.255091,2597.201309,2354.311382,2808.019962,2519.483593,2350.571472,3264.169751,2226.631278,3057.549746,2350.470392,2543.008253,2520.684834,1794.875276,2321.334686,4241.78498,2094.942815,3141.604684,2288.304304,2550.572118,4184.12242,2351.587077,2472.638891,3251.663381,3930.875311,2304.727686,3561.914536,2453.389565,2518.97162,2417.129675,1957.093349,2854.597535,2870.222365,3241.257104,3573.770432,2819.757333,2763.362617,3030.336878,9926.92898,0,0,3442.844771,4040.731019,2976.539776,2937.189377,3045.731693,3340.53107,2371.69206,3612.779402,4605.130169,2321.820616,3950.195881,2336.660817,3552.470452,2412.862991,3123.476958,2904.981198,3941.864101,5913.338365,0,0,4256.881542,3277.344983,2957.375869,3659.64553,2725.935999,5300.093805,3094.112803,4110.731539,3241.068068,6091.041208,3306.528805,2581.029695,3382.39702,3239.36296,0,2708.695458,0,4291.433045,3400.3726,2568.056029,2995.463529,2308.518462,2804.305652,2819.539405,4972.776568,2860.833585,4864.177789,3357.213201,2405.367341,3072.734311,2773.270396,2614.035234,2848.796969,2155.044758,2876.202613,2719.749944,0,2990.667978,3320.449757,2583.718633,2950.990356,0,2907.563399,3374.314394,2677.013795,0,0,2209.838045,1974.661946,2430.383467,0,2492.614046,1830.540071,2079.369579,9154.036454,0,5486.866336,4241.813289,2472.845479,7300.975639,2319.926599,2889.521595,1833.974621,2365.574557,2613.965822
234_0619293,234.0619293,2829.692661,5331.604292,4569.559486,3191.764701,2261.242231,0,4281.413318,0,4236.713678,6744.110033,5003.058993,4130.45705,0,0,0,0,4950.758016,2976.188292,3076.841017,4623.960591,3674.349136,5832.175475,0,5583.394092,5060.2986,3903.644012,4862.445907,3268.562078,4393.909798,2951.415162,4656.679637,5183.331768,5816.262251,4862.540922,6259.711026,2738.741582,3582.098836,4959.01405,5228.370677,5126.247267,5280.830895,4447.34818,3676.213165,4070.856712,3064.437984,3203.368072,5085.939825,2830.88438,3719.631843,4351.177073,5977.167491,2992.667556,5043.974896,7036.481228,4900.595921,6980.523065,7173.798118,5157.297248,4926.834325,2345.218992,0,0,3090.87041,0,0,7056.769659,4610.477506,3817.524184,5443.952577,0,6342.154931,0,2565.080538,2433.858796,3291.658149,2039.694545,2491.389861,3101.102878,4467.348119,3299.100759,5062.542724,4467.968055,0,3698.27597,0,0,0,0,0,5404.750683,4798.378357,5542.96613,4524.208459,4502.469223,0,0,0,0,2460.869483,2961.393196,3553.074192,4425.619643,7108.108479,3003.248806,3617.280558,5331.185248,3234.472352,6685.386578,3990.189743,3851.199257,4015.108829,6250.796811,4124.435095,3714.919674,6140.636706,4642.160503,6444.028415,4125.702166,4273.807703,6653.125921,3715.911599,2577.265229,4761.586081,4452.416156,4222.406342,3789.587948,2976.211101,5508.96229,6610.000536,0,0,4035.874324,5855.47504,3387.467893,3117.346143,4941.253165,5644.789488,2670.922226,0,4437.245676,0,2767.750912,3149.805824,4137.95865,3555.292286,3794.32839,7195.523216,4728.35931,4057.238112
234_0657399,234.0657399,0,2540.442624,46241.13743,10860.28684,4094.462617,18806.25986,133476.0408,54898.30401,0,2537.674132,3645.339333,2539.989768,58844.19944,0,22212.72922,0,3445.365284,3294.567276,4582.991811,4302.800562,3766.147994,3572.486158,16198.74517,2688.532634,1921.16644,20540.80121,0,0,3060.785881,3614.966779,1931.341389,0,1864.940831,2543.067444,4682.716154,0,0,3425.243999,17442.89616,4328.364097,2764.181525,11045.70081,6103.966584,2004.076613,2963.962231,5835.959256,4327.737222,2513.281673,0,2452.572917,2720.103557,0,5517.609603,3521.528898,4010.956517,2915.180249,16214.52159,2351.050789,2325.691192,3111.428077,2845.490596,34049.58003,2962.312198,3401.250789,0,3526.939692,2293.43888,3902.976561,4555.290631,2398.444714,3578.689158,6004.327687,17309.90306,2813.807019,4597.917333,2509.710746,2710.142894,2892.936814,2272.930313,3477.889109,0,2444.22705,3307.999003,2965.740858,12003.01542,2805.291662,12616.88859,0,2598.197508,201735.9471,3608.98045,6003.610342,2630.72304,0,6451.282363,3094.495557,3725.624042,2885.40841,2562.328711,3129.155378,0,3830.550368,4990.549459,3988.772215,5226.106107,2264.602281,2610.257287,3114.039342,1948.104032,46200.81261,0,29157.33073,2538.656697,5727.841835,2532.735421,7481.046534,9341.070671,2731.558519,0,3419.082243,3321.096581,2440.477014,46420.98703,3342.903759,2503.613874,3104.373997,2837.82241,5992.754404,1959.556937,0,371955.2371,4660.657556,2521.647488,2239.481556,2141.48792,1967.683738,2052.4436,2537.786557,11101.11859,3587.763261,22558.74989,5635.360786,0,24373.75668,8058.955194,0,2506.182702,6580.760879,3588.936823
234_1092637,234.1092637,3809.988279,4990.438956,12246.30969,10049.7694,5695.773918,6361.159374,5196.622255,0,4448.639742,11860.46645,5991.488949,4037.852109,6377.207325,5879.525878,3594.457995,3255.297692,5212.893111,5836.989893,5002.104243,4570.478557,6320.471908,6035.05503,3452.431443,7201.730131,6091.126129,5153.760277,5970.599588,5521.657942,2963.208654,5742.351646,5792.392808,7982.141262,6218.729185,5181.977248,7156.169077,6512.929023,7273.738228,6511.241345,7116.936045,6663.695116,4963.265201,7871.496982,4566.997228,7570.215066,4221.204214,5516.812835,4004.688055,4461.586066,5556.545073,6580.837107,6895.474012,7656.351021,6525.945123,6771.639926,3572.707878,9288.44663,4960.237693,4926.498384,5820.97543,3476.7569,5811.437969,0,4423.22284,5222.7444,5878.667775,7385.649134,7382.313076,5106.303389,7162.161717,7061.126742,5876.107103,5747.68154,4069.050147,7393.503664,6374.60472,8829.74756,4033.705881,5852.281976,6226.768414,9442.591593,8564.056116,6271.123288,4418.356636,6686.670709,4331.209231,3121.707923,5149.492538,6637.672002,6813.267769,24191.50403,7873.102522,6598.520262,5740.897216,8839.35435,4783.765309,3309.010233,3634.824163,4116.480425,5761.074519,5897.130263,9296.049334,6255.367811,4055.541571,6253.595168,5764.064337,4338.618192,3738.355717,6832.671648,5793.823655,6304.652166,4636.953906,5798.173155,6269.774622,7093.912479,4885.864772,4392.439502,6194.103982,4303.771218,6483.088024,5231.780305,5969.4647,6545.802553,4261.732227,5742.437425,5016.970068,4739.347879,4712.425309,8127.959488,5536.962147,0,5189.327925,4405.018167,5073.908626,6884.108208,5085.630454,6607.808866,4622.709896,0,4892.593356,5004.363488,5484.471357,2848.505594,6071.397347,5176.490749,5428.156017,6303.384521,6665.106325,4962.28936,4616.161157
234_9000642,234.9000642,3748.285762,4150.847836,3728.915218,2989.715895,3377.582102,4669.005903,6468.577064,0,4685.828598,3469.110956,2669.706103,6248.666262,0,3698.873646,6795.346441,3763.014108,4913.097148,4275.834189,5436.167952,3699.316467,5337.576998,3913.79775,8789.721709,3062.643958,3879.111078,6347.04714,3211.271077,3372.325575,4962.915163,5903.030441,3626.745858,5578.755737,2437.698101,5233.787845,3728.43873,3263.402661,2984.200807,6734.605792,3014.769912,7007.861971,3781.237894,3909.100562,2722.641702,4008.097813,3931.11847,6341.266418,7577.986954,4321.094528,4908.020831,4400.255645,4583.302068,5893.422616,3224.65605,3556.061642,8004.955886,2937.864929,5474.457806,3140.357678,3630.300341,10981.21048,4479.99608,4989.186003,5342.876433,4604.337942,3621.57658,3986.253394,4085.27529,5326.977512,3064.667389,4201.221005,3133.81411,8180.270372,3708.256322,3819.71644,3704.227132,3540.324938,11192.98641,6353.849786,3951.609588,5298.271593,4647.037229,2966.233687,3374.307668,5930.961309,6070.999902,5126.55224,6994.842307,3225.495268,5539.640672,5555.223935,4277.034999,3848.226178,3806.507336,4330.827349,6209.296992,4723.865181,6936.164667,5596.690187,4315.949788,3195.908305,4631.696266,4531.14126,3432.976437,3342.418275,6913.352028,5601.269626,4785.218651,2662.471751,3450.9598,4847.184408,3329.194739,2974.848746,3608.03367,5969.510851,3337.804757,2952.198033,3233.951276,6934.244424,3057.050927,7079.89414,0,6065.14004,3193.149618,3769.760089,7486.535879,3921.19073,7402.500797,2915.992702,3160.071344,0,0,5289.17538,2454.807173,4096.028471,7540.174115,3124.777514,2376.028822,5109.106931,3954.372777,6231.797987,5264.108383,4132.501522,2480.069264,4340.428531,3522.145122,3421.131577,4787.890793,6734.817549,3397.466681
234_9424007,234.9424007,3558.312588,4715.796707,0,1304.249753,2409.783072,0,5578.058998,7518.029313,4170.797237,3939.706028,5477.296684,0,2769.726419,0,2460.728272,0,3597.159628,6081.820264,0,9817.509989,5283.18803,6143.836346,2857.447202,4649.933944,4206.659035,3017.726896,4369.235057,6514.922124,2974.826519,3138.206979,8024.346576,3405.28434,6107.174796,5286.711795,6064.627569,0,2521.250895,5859.700775,4859.13229,3487.504427,9018.040023,3354.213738,6610.920514,3130.881629,6131.847958,3294.820174,6766.53069,2987.357741,2797.60647,7480.030041,5514.434186,2137.898223,9022.638926,7218.032454,6489.447918,4611.306122,5931.664575,11960.13002,5583.648769,0,0,5546.82729,2832.396447,0,0,7829.606155,5038.535554,6172.59763,8149.862625,3304.988877,6162.045724,0,0,2440.778425,3687.894772,0,2297.523154,3238.004379,6143.570162,3410.234242,5737.280097,5684.202803,2833.023408,0,2951.85473,3717.468809,0,0,0,0,5698.975638,13620.20371,7897.412152,5986.215795,0,2732.930929,0,2745.72786,0,2018.394573,0,5759.819424,10966.96973,4185.116588,4218.607184,6811.636319,3370.432396,7003.064171,5129.266385,3796.155596,8782.732005,12437.86344,3822.46653,5405.261413,6329.199304,4136.431159,10041.19681,3988.101206,6502.092461,4799.383579,3700.891199,3170.585265,7747.404041,3713.189328,3686.263477,2776.81528,4670.115928,8091.633677,8891.948196,0,7693.366489,3162.967532,6110.872356,3510.816354,1808.390619,4349.740562,4377.731709,4548.709107,4120.172602,3990.456629,4421.140979,11581.92779,3226.646129,8466.034003,6613.617039,4804.262371,5826.602543,2419.147007,5640.336679
234_9600136,234.9600136,3256.659383,4830.203578,0,1739.031251,3498.419626,0,3033.814349,0,4324.355006,0,3120.812141,3081.243585,0,0,2615.006122,2844.905564,3881.400169,4343.246533,2368.053374,4798.744541,4943.227334,4935.340668,0,2990.565205,4208.659365,0,4562.265894,4264.30868,3701.112997,4292.25932,6232.58614,2629.110968,3459.805745,4376.934853,4105.679299,0,3213.575242,2922.321129,0,2307.752802,4702.025748,4326.890255,4682.464508,3870.963582,4496.748204,2039.360157,3233.896577,2962.354497,2460.899935,7140.838341,4543.938729,2040.272337,5328.283377,5083.479344,4909.383509,5880.778663,3372.611834,6754.024675,5845.901521,0,0,3826.992466,3608.951442,0,4027.517673,3164.145887,3196.235088,5405.387227,4236.587062,2674.581979,4821.486386,0,3187.793473,1733.901352,2805.458577,0,2525.818077,2398.73815,3111.531077,0,3847.836218,5144.083476,2832.787377,0,4523.375734,5722.864091,0,2550.456952,0,0,6012.074849,5053.454028,3199.506366,3356.039927,3276.962083,6130.758672,0,3442.403007,2450.578868,2832.447183,2314.341895,4097.954169,5679.863192,3378.827939,0,4960.519475,3410.052986,4303.146114,3908.63766,2837.638625,5629.767592,6971.720708,3383.388749,0,5074.17992,3813.604284,7210.548908,3032.678202,5880.743689,0,0,0,5344.616442,2710.326916,2189.511917,2416.080969,2401.708965,5532.747871,6050.349722,0,5309.643449,3088.282491,4733.398336,2953.635519,2580.772972,3219.765825,4038.573376,4631.341421,3255.232498,4451.903567,0,6555.550846,2470.450005,3279.906115,3353.433364,3924.631659,4867.464105,1882.310922,3887.022108
234_962025,234.962025,4131.388317,6871.303822,0,2193.747196,3609.845981,0,4679.692196,0,5688.452625,3823.876378,5212.713159,2921.325531,0,0,2647.888841,0,2903.060582,6072.319687,2834.661307,10049.61977,7648.145574,7645.484142,0,6206.769651,6409.869043,0,6659.670169,7281.100782,4154.452262,4221.184167,10698.3386,4023.364718,5681.225526,6229.0074,7872.677959,2946.140336,4510.009248,4721.71651,3006.126159,3316.465015,7911.820785,6449.985592,8037.259225,5093.459932,7022.615102,2528.537573,4369.592683,3263.263681,2268.021569,9943.241042,7078.844344,0,9115.448275,9537.76213,5289.038459,6731.557221,4161.375592,13519.79223,6754.96661,0,0,0,4587.374426,0,3024.390857,6380.75178,5485.699743,6575.112626,7689.413366,2543.68032,7835.202351,0,0,2426.261843,2778.053607,0,2281.959985,2518.885363,9283.842671,2272.452609,6013.180481,5346.326754,0,1908.64094,4487.623482,5380.065645,1971.005911,2652.583559,0,0,7679.394287,7454.315787,5173.676155,4073.401816,3625.056631,3624.018848,0,4085.78678,0,3859.304142,0,5954.434408,10330.33076,5219.231016,2854.659885,7396.066949,4433.101095,5137.143277,6892.014694,3757.459867,8606.268919,10490.89553,4191.664179,3080.876407,9911.145754,5213.169576,11115.82835,3754.023528,9084.80291,3131.836672,3466.799604,2548.495423,7771.216249,4714.790641,2906.985875,2742.713371,3318.674259,7167.231051,9241.604578,0,8274.651403,3681.553144,7987.569819,4248.538694,2692.850346,5513.351969,5193.469583,6629.958782,3472.508383,5550.085943,0,11104.28537,5316.68338,4291.059567,5689.855413,5789.50095,7937.783759,2635.699922,7084.383236
235_0133408,235.0133408,13065.15413,11251.9671,17584.28283,14908.28907,16546.06551,15051.51976,12651.17544,10250.97542,11750.5924,18927.81772,10313.29401,10510.82165,15414.01271,12332.76478,11212.7882,11841.0796,16410.93348,13804.83672,10763.83682,9401.463792,11576.64959,10462.54721,11230.79044,12240.13771,12801.02103,12617.772,10041.37228,9612.460053,9464.699733,12793.81449,12870.63355,17713.44379,11413.00687,12029.25013,17633.0214,9701.774338,11438.30241,11806.29968,13168.4579,16904.7615,12278.90078,12768.69462,9171.284699,13856.75957,10167.00903,12646.66686,15367.13216,9297.123743,13802.44874,12972.6712,14234.61284,15013.28941,11478.37286,13895.63838,14610.78746,19889.57556,18940.27412,11195.36086,13525.25466,9296.138211,7090.817398,15395.49468,10377.01121,9435.595863,12925.14563,14023.81452,11775.70454,12102.06723,11194.62668,10518.63716,8898.502499,10281.24175,14116.55938,13377.91682,14202.28157,15519.82353,13377.4902,11560.04891,15833.09255,14927.116,14812.34611,13664.67675,7680.710074,13201.54251,15189.13874,12046.80536,12252.45046,17087.09062,10084.21643,10594.17323,15054.17255,14588.45051,11873.23962,17747.65662,12938.56032,9150.435263,9304.131145,13455.65179,12504.16637,11560.54165,21316.03356,15793.84068,12482.17975,10788.11073,14100.29728,12879.27569,12546.76522,9975.365091,9819.894125,11885.19201,10515.61313,14625.32087,10351.9312,13097.72244,12317.72896,10501.38756,12768.37889,11733.78121,14358.50352,11320.51439,7464.990478,10423.36345,10423.6535,11574.46029,11448.04076,9635.015479,13694.24944,16317.14891,15156.58991,12805.41884,8349.735598,11566.88172,10351.23103,12832.30546,12928.23029,15114.12154,10069.63259,13849.59091,15096.43888,13542.46047,14476.68796,8824.901287,11569.99079,12805.52982,9564.812068,10838.01198,14774.30582,11070.91155,13714.98136
235_0576314,235.0576314,23497.22027,9246.511975,18015.88125,13830.87346,11758.06543,6516.749106,0,0,3362.515128,0,14542.28755,20138.83173,5852.771104,11840.69398,2721.565305,2805.322633,0,2769.587548,2859.261054,5171.44083,4468.151702,6711.824341,5852.697693,5890.966305,6021.377078,5072.853636,10918.07775,8181.927783,18991.90733,9440.90994,1665.827092,2228.799668,8811.29485,7249.289458,4551.471216,22245.84028,8197.957047,5567.848448,12285.555,7938.332874,6175.489306,5558.692492,11433.61603,7866.430468,4815.384399,2523.93503,3801.669054,6589.882286,4898.101485,3415.638176,4743.294225,3574.561339,7761.965911,5477.015723,3510.811757,2065.190747,4053.557561,4405.48333,5665.117696,12278.18508,4126.721225,0,19667.28199,14809.86134,10165.94651,2579.346094,6175.386124,6922.053143,3653.425796,4174.7616,10859.26597,3300.718944,3672.508334,14604.55071,13534.58748,7780.758725,6547.303824,3195.165914,5566.092375,0,3023.652704,7343.235444,10361.07285,26623.53521,2769.003026,0,8567.715008,7442.288492,6247.795856,3768.984815,0,2889.353323,7666.499274,2537.312111,0,8845.409715,8510.084655,11153.5543,16407.77942,17406.92307,31522.53173,4019.963997,7403.45039,6587.195381,2641.897925,4892.751239,5316.963592,8422.539005,5475.243199,7160.649366,7652.993298,4945.819698,13104.60945,3448.637001,6058.971349,8836.363758,2723.639775,12735.28036,2852.012787,10169.69206,29492.73277,0,4768.888024,17764.61883,4734.197337,21563.79126,0,2038.840838,4974.153599,0,0,8006.404585,9681.07301,6810.449114,11536.55101,5666.860744,9927.02125,0,0,0,0,0,5630.779414,0,5196.834014,3857.256302,7119.540305,18621.89166,3824.434274
235_0934961,235.0934961,2685.117139,3263.802014,10195.7117,6625.553407,3522.022181,7343.729629,4481.671091,0,4847.559397,12532.73499,0,3600.195625,5491.077235,4870.267637,2815.316948,5748.454087,4772.595081,2560.781905,5850.772966,2382.087507,3489.912159,3322.371374,0,4499.781553,4210.858847,5046.282761,0,0,3131.358702,3766.807386,3420.637395,7945.478486,4196.557974,4021.277208,4869.183192,0,4068.451657,0,0,5269.839101,3332.506001,4058.574951,2562.167006,4378.499853,2805.915626,4169.638273,4621.359163,3514.006665,5971.393272,3414.311799,4308.989249,8371.429404,0,4090.43981,4193.878089,7287.373725,5077.064532,0,3881.656018,3313.540295,5118.641285,0,0,3992.661012,0,4555.606387,4407.671414,3084.858098,3137.234111,5030.833414,0,5368.881371,0,0,0,6722.1589,3176.389015,4828.94874,3847.557632,7296.282925,5635.900802,3038.616411,3782.91282,5550.026174,2051.502788,0,4150.280264,5147.50705,5500.103755,9235.904411,5077.047321,3241.911961,3940.109334,7489.163153,0,0,3289.425297,2718.350452,3754.765717,4048.804331,7410.875805,4156.862935,2284.704583,4110.147074,5266.955257,3656.573237,4010.079025,5051.217532,2873.952589,5142.381279,0,3569.926417,3568.738516,5882.181764,2579.04389,2671.071414,3713.253545,4197.168607,4089.257053,4607.223267,0,5291.496436,0,2603.807481,5366.620739,4698.873527,3202.819335,5041.907957,3965.26347,0,0,4543.649238,2920.747377,3797.952691,4568.579264,5219.08472,3020.640695,2639.65403,3321.108558,3990.293146,0,0,3473.321807,3428.31242,3232.031325,4320.349091,4392.719091,4365.967485,2604.716228
235_1198883,235.1198883,2977.73651,1849.799096,8088.510381,3864.702158,3031.233931,4535.794284,4070.66075,0,7659.783251,4939.368401,2635.10763,3657.311504,4466.03384,7968.377867,2145.924366,4518.663376,3318.91573,2168.536699,3799.497237,2421.425381,2096.38842,2542.148958,0,2620.518239,2593.959311,2845.429354,2362.056716,0,2501.79105,1975.212182,2766.510756,3364.022915,3391.820923,3064.053581,2096.09679,2945.444538,2725.952657,3064.185235,3928.899982,2923.844849,2392.205695,2205.812122,0,8956.892303,1790.474712,0,3104.751697,0,4275.318371,2233.925951,2860.754887,4692.8524,2502.888414,3492.963803,0,2831.823947,2570.688708,0,2305.981223,2502.173444,2930.549872,0,2337.850268,2927.040718,2405.188942,2690.473312,2586.095323,2150.241542,2282.963532,2905.695747,0,3604.166292,0,2759.602941,3537.651736,4249.198639,3076.103419,3327.921464,2274.37891,2267.599559,5439.696904,3077.872236,2920.462627,3752.501839,2011.563048,0,2432.514532,5372.232101,3069.061934,34134.05969,2853.769421,2349.084369,2418.0898,4833.432286,0,0,0,2149.567959,3796.720277,2808.617282,5337.236638,0,0,2405.740434,2233.294859,2911.171472,2452.548565,2294.257176,2076.682951,2499.5437,0,2707.154541,2970.056972,2593.583809,1904.002899,2313.949062,0,4303.169471,2421.090794,2595.945405,0,2342.614199,2119.970513,2164.003078,2109.843974,2984.544514,2403.144772,2773.383365,2542.067191,0,0,2855.964393,1990.306804,2040.794291,3831.766107,3084.184068,2603.140165,0,7766.40691,2733.03487,0,0,2485.337932,3370.454647,2238.662849,2612.391335,2168.349233,5427.247939,2491.929299
